民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value2,是（欄位說明僅存於新北市統計年報）,846.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value4,是（欄位說明僅存於新北市統計年報）,50427.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value5,是（欄位說明僅存於新北市統計年報）,6888.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value6,是（欄位說明僅存於新北市統計年報）,4019.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value7,是（欄位說明僅存於新北市統計年報）,27.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value9,是（欄位說明僅存於新北市統計年報）,9783.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value10,是（欄位說明僅存於新北市統計年報）,736.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value11,是（欄位說明僅存於新北市統計年報）,478.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value12,是（欄位說明僅存於新北市統計年報）,812.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value14,是（欄位說明僅存於新北市統計年報）,40447.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value15,是（欄位說明僅存於新北市統計年報）,6132.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value16,是（欄位說明僅存於新北市統計年報）,3529.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value17,是（欄位說明僅存於新北市統計年報）,7.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value19,是（欄位說明僅存於新北市統計年報）,197.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value20,是（欄位說明僅存於新北市統計年報）,20.0
91,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,托育機構概況(100年以前),2002 | 3267 | 374 | 2885 | 8 | - | - | - | - | -,item value21,是（欄位說明僅存於新北市統計年報）,12.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue3,是（欄位說明僅存於新北市統計年報）,152585.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue3,是（欄位說明僅存於新北市統計年報）,79052.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue3,是（欄位說明僅存於新北市統計年報）,73533.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue4,是（欄位說明僅存於新北市統計年報）,100999.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue4,是（欄位說明僅存於新北市統計年報）,49895.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue4,是（欄位說明僅存於新北市統計年報）,51104.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue5,是（欄位說明僅存於新北市統計年報）,66.19
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue5,是（欄位說明僅存於新北市統計年報）,63.12
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue5,是（欄位說明僅存於新北市統計年報）,69.5
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue6,是（欄位說明僅存於新北市統計年報）,138702.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue6,是（欄位說明僅存於新北市統計年報）,71348.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue6,是（欄位說明僅存於新北市統計年報）,67354.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue7,是（欄位說明僅存於新北市統計年報）,90390.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue7,是（欄位說明僅存於新北市統計年報）,44215.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue7,是（欄位說明僅存於新北市統計年報）,46175.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue8,是（欄位說明僅存於新北市統計年報）,65.17
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue8,是（欄位說明僅存於新北市統計年報）,61.97
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue8,是（欄位說明僅存於新北市統計年報）,68.56
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue9,是（欄位說明僅存於新北市統計年報）,13883.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue9,是（欄位說明僅存於新北市統計年報）,7704.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue9,是（欄位說明僅存於新北市統計年報）,6179.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  計,itemvalue10,是（欄位說明僅存於新北市統計年報）,10609.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  男,itemvalue10,是（欄位說明僅存於新北市統計年報）,5680.0
91,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中學學生裸視視力檢查,2002 |  女,itemvalue10,是（欄位說明僅存於新北市統計年報）,4929.0
