民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,教育程度排序,婚姻狀況,人數
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,博士,7,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,博士,7,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,博士,7,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,博士,7,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國中,2,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國中,2,有偶,16
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國中,2,未婚,5123
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國中,2,離婚,3
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,未婚,578
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,大學,5,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,大學,5,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,大學,5,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,大學,5,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,專科,4,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,專科,4,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,專科,4,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,專科,4,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,有偶,3
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,未婚,2495
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,博士,7,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,博士,7,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,博士,7,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,博士,7,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國中,2,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國中,2,有偶,4
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國中,2,未婚,5750
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國中,2,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,未婚,596
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,大學,5,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,大學,5,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,大學,5,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,大學,5,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,專科,4,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,專科,4,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,專科,4,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,專科,4,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,有偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,未婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,離婚,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,喪偶,0
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,有偶,1
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,未婚,2759
109,,2,三重區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,博士,7,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,博士,7,有偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,博士,7,未婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,博士,7,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國中,2,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國中,2,有偶,99
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國中,2,未婚,610
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國中,2,離婚,49
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,有偶,4
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,未婚,45
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,離婚,1
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,大學,5,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,大學,5,有偶,61
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,大學,5,未婚,3670
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,大學,5,離婚,3
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,專科,4,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,專科,4,有偶,17
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,專科,4,未婚,459
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,專科,4,離婚,2
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,碩士,6,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,碩士,6,有偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,碩士,6,未婚,62
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,碩士,6,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,高中職,3,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,高中職,3,有偶,141
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,高中職,3,未婚,5879
109,,2,三重區,20~24歲,20,24,完全落入,1.0,女,高中職,3,離婚,33
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,博士,7,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,博士,7,有偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,博士,7,未婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,博士,7,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國中,2,喪偶,1
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國中,2,有偶,76
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國中,2,未婚,1221
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國中,2,離婚,27
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國小以下,1,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國小以下,1,有偶,8
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國小以下,1,未婚,56
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,國小以下,1,離婚,2
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,大學,5,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,大學,5,有偶,22
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,大學,5,未婚,3251
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,大學,5,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,專科,4,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,專科,4,有偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,專科,4,未婚,242
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,專科,4,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,碩士,6,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,碩士,6,有偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,碩士,6,未婚,108
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,碩士,6,離婚,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,高中職,3,喪偶,0
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,高中職,3,有偶,78
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,高中職,3,未婚,6911
109,,2,三重區,20~24歲,20,24,完全落入,1.0,男,高中職,3,離婚,8
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,博士,7,喪偶,0
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,博士,7,有偶,0
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,博士,7,未婚,1
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,博士,7,離婚,0
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國中,2,喪偶,1
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國中,2,有偶,202
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國中,2,未婚,408
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國中,2,離婚,85
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國小以下,1,喪偶,0
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國小以下,1,有偶,10
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國小以下,1,未婚,18
109,,2,三重區,25~29歲,25,29,完全落入,1.0,女,國小以下,1,離婚,4
