民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
113,,19,深坑區,,,,無年齡維度,0.0,女,不識字,未分,91
113,,19,深坑區,,,,無年齡維度,0.0,女,二專,畢業,141
113,,19,深坑區,,,,無年齡維度,0.0,女,二專,肄業,27
113,,19,深坑區,,,,無年齡維度,0.0,女,五專前三年,肄業,14
113,,19,深坑區,,,,無年齡維度,0.0,女,五專後二年,畢業,78
113,,19,深坑區,,,,無年齡維度,0.0,女,五專後二年,肄業,6
113,,19,深坑區,,,,無年齡維度,0.0,女,博士,畢業,7
113,,19,深坑區,,,,無年齡維度,0.0,女,博士,肄業,5
113,,19,深坑區,,,,無年齡維度,0.0,女,國中,畢業,401
113,,19,深坑區,,,,無年齡維度,0.0,女,國中,肄業,41
113,,19,深坑區,,,,無年齡維度,0.0,女,國中(職業),畢業,3
113,,19,深坑區,,,,無年齡維度,0.0,女,國中(職業),肄業,2
113,,19,深坑區,,,,無年齡維度,0.0,女,國小,畢業,490
113,,19,深坑區,,,,無年齡維度,0.0,女,國小,肄業,89
113,,19,深坑區,,,,無年齡維度,0.0,女,大學,畢業,543
113,,19,深坑區,,,,無年齡維度,0.0,女,大學,肄業,180
113,,19,深坑區,,,,無年齡維度,0.0,女,碩士,畢業,65
113,,19,深坑區,,,,無年齡維度,0.0,女,碩士,肄業,27
113,,19,深坑區,,,,無年齡維度,0.0,女,自學,未分,17
113,,19,深坑區,,,,無年齡維度,0.0,女,高中,畢業,146
113,,19,深坑區,,,,無年齡維度,0.0,女,高中,肄業,60
113,,19,深坑區,,,,無年齡維度,0.0,女,高職,畢業,479
113,,19,深坑區,,,,無年齡維度,0.0,女,高職,肄業,96
113,,19,深坑區,,,,無年齡維度,0.0,男,不識字,未分,5
113,,19,深坑區,,,,無年齡維度,0.0,男,二專,畢業,145
113,,19,深坑區,,,,無年齡維度,0.0,男,二專,肄業,38
113,,19,深坑區,,,,無年齡維度,0.0,男,五專前三年,肄業,12
113,,19,深坑區,,,,無年齡維度,0.0,男,五專後二年,畢業,90
113,,19,深坑區,,,,無年齡維度,0.0,男,五專後二年,肄業,15
113,,19,深坑區,,,,無年齡維度,0.0,男,博士,畢業,13
113,,19,深坑區,,,,無年齡維度,0.0,男,博士,肄業,5
113,,19,深坑區,,,,無年齡維度,0.0,男,國中,畢業,680
113,,19,深坑區,,,,無年齡維度,0.0,男,國中,肄業,84
113,,19,深坑區,,,,無年齡維度,0.0,男,國中(職業),畢業,4
113,,19,深坑區,,,,無年齡維度,0.0,男,國中(職業),肄業,1
113,,19,深坑區,,,,無年齡維度,0.0,男,國小,畢業,482
113,,19,深坑區,,,,無年齡維度,0.0,男,國小,肄業,36
113,,19,深坑區,,,,無年齡維度,0.0,男,大學,畢業,486
113,,19,深坑區,,,,無年齡維度,0.0,男,大學,肄業,187
113,,19,深坑區,,,,無年齡維度,0.0,男,碩士,畢業,112
113,,19,深坑區,,,,無年齡維度,0.0,男,碩士,肄業,32
113,,19,深坑區,,,,無年齡維度,0.0,男,自學,未分,11
113,,19,深坑區,,,,無年齡維度,0.0,男,高中,畢業,221
113,,19,深坑區,,,,無年齡維度,0.0,男,高中,肄業,85
113,,19,深坑區,,,,無年齡維度,0.0,男,高職,畢業,696
113,,19,深坑區,,,,無年齡維度,0.0,男,高職,肄業,223
