民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value2,是（欄位說明僅存於新北市統計年報）,722.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value3,是（欄位說明僅存於新北市統計年報）,8.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value4,是（欄位說明僅存於新北市統計年報）,29186.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value5,是（欄位說明僅存於新北市統計年報）,596.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value6,是（欄位說明僅存於新北市統計年報）,98.904109589
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value7,是（欄位說明僅存於新北市統計年報）,1.095890411
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value8,是（欄位說明僅存於新北市統計年報）,97.9987912162
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2006,item value9,是（欄位說明僅存於新北市統計年報）,2.0012087838
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value2,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value3,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value4,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value5,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value6,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value7,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value8,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value9,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value10,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value11,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value12,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value13,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value14,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value15,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value16,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value17,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value18,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value19,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value20,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2006,item value21,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue2,是（欄位說明僅存於新北市統計年報）,18.3486749018
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue3,是（欄位說明僅存於新北市統計年報）,16.9697856191
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue4,是（欄位說明僅存於新北市統計年報）,74.3086225444
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue5,是（欄位說明僅存於新北市統計年報）,75.7359452998
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue6,是（欄位說明僅存於新北市統計年報）,7.3427025537
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue7,是（欄位說明僅存於新北市統計年報）,7.2942690811
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue8,是（欄位說明僅存於新北市統計年報）,76.27
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口年齡分配,2006,itemvalue9,是（欄位說明僅存於新北市統計年報）,82.28
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value2,是（欄位說明僅存於新北市統計年報）,1887.03
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value3,是（欄位說明僅存於新北市統計年報）,1880.065
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value4,是（欄位說明僅存於新北市統計年報）,100.3704659147
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value5,是（欄位說明僅存於新北市統計年報）,755.911
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value6,是（欄位說明僅存於新北市統計年報）,525.417
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value7,是（欄位說明僅存於新北市統計年報）,143.8687747066
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value8,是（欄位說明僅存於新北市統計年報）,190.104
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value9,是（欄位說明僅存於新北市統計年報）,175.126
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,人口概況,2006,item value10,是（欄位說明僅存於新北市統計年報）,108.5526991994
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value2,是（欄位說明僅存於新北市統計年報）,1235.4760867023
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value3,是（欄位說明僅存於新北市統計年報）,281.5280998831
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value4,是（欄位說明僅存於新北市統計年報）,13.8415553419
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value5,是（欄位說明僅存於新北市統計年報）,3.647024737
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value6,是（欄位說明僅存於新北市統計年報）,739.1515876226
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value7,是（欄位說明僅存於新北市統計年報）,171.3604291684
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value8,是（欄位說明僅存於新北市統計年報）,1290.3440640011
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value9,是（欄位說明僅存於新北市統計年報）,384.0969756768
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value10,是（欄位說明僅存於新北市統計年報）,1557.7659329834
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,刑事案件犯罪人口率,2006,item value11,是（欄位說明僅存於新北市統計年報）,334.2162244052
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,吸菸人口,2006,itemvalue2,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,吸菸人口,2006,itemvalue3,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,吸菸人口,2006,itemvalue4,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,吸菸人口,2006,itemvalue5,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,吸菸人口,2006,itemvalue6,是（欄位說明僅存於新北市統計年報）,42.4867
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,吸菸人口,2006,itemvalue7,是（欄位說明僅存於新北市統計年報）,5.2714
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue3,是（欄位說明僅存於新北市統計年報）,73136.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue3,是（欄位說明僅存於新北市統計年報）,7264.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue3,是（欄位說明僅存於新北市統計年報）,65872.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue4,是（欄位說明僅存於新北市統計年報）,50263.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue4,是（欄位說明僅存於新北市統計年報）,4725.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue4,是（欄位說明僅存於新北市統計年報）,45538.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue5,是（欄位說明僅存於新北市統計年報）,46051.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue5,是（欄位說明僅存於新北市統計年報）,2659.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue5,是（欄位說明僅存於新北市統計年報）,43392.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue6,是（欄位說明僅存於新北市統計年報）,4212.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue6,是（欄位說明僅存於新北市統計年報）,2066.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue6,是（欄位說明僅存於新北市統計年報）,2146.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue7,是（欄位說明僅存於新北市統計年報）,22873.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue7,是（欄位說明僅存於新北市統計年報）,2539.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue7,是（欄位說明僅存於新北市統計年報）,20334.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue8,是（欄位說明僅存於新北市統計年報）,12588.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue8,是（欄位說明僅存於新北市統計年報）,41.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue8,是（欄位說明僅存於新北市統計年報）,12547.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue9,是（欄位說明僅存於新北市統計年報）,3109.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue9,是（欄位說明僅存於新北市統計年報）,79.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue9,是（欄位說明僅存於新北市統計年報）,3030.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue10,是（欄位說明僅存於新北市統計年報）,2574.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue10,是（欄位說明僅存於新北市統計年報）,928.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue10,是（欄位說明僅存於新北市統計年報）,1646.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue11,是（欄位說明僅存於新北市統計年報）,1078.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue11,是（欄位說明僅存於新北市統計年報）,108.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue11,是（欄位說明僅存於新北市統計年報）,970.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue12,是（欄位說明僅存於新北市統計年報）,440.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue12,是（欄位說明僅存於新北市統計年報）,1.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue12,是（欄位說明僅存於新北市統計年報）,439.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue13,是（欄位說明僅存於新北市統計年報）,465.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue13,是（欄位說明僅存於新北市統計年報）,210.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue13,是（欄位說明僅存於新北市統計年報）,255.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue14,是（欄位說明僅存於新北市統計年報）,226.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue14,是（欄位說明僅存於新北市統計年報）,44.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue14,是（欄位說明僅存於新北市統計年報）,182.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  計,itemvalue15,是（欄位說明僅存於新北市統計年報）,2393.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  男,itemvalue15,是（欄位說明僅存於新北市統計年報）,1128.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2006 |  女,itemvalue15,是（欄位說明僅存於新北市統計年報）,1265.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue2,是（欄位說明僅存於新北市統計年報）,7264.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue3,是（欄位說明僅存於新北市統計年報）,65872.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue4,是（欄位說明僅存於新北市統計年報）,4725.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue5,是（欄位說明僅存於新北市統計年報）,45538.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue6,是（欄位說明僅存於新北市統計年報）,10.3759497562
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue7,是（欄位說明僅存於新北市統計年報）,1157.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue8,是（欄位說明僅存於新北市統計年報）,18632.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue9,是（欄位說明僅存於新北市統計年報）,6.2097466724
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue10,是（欄位說明僅存於新北市統計年報）,1382.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue11,是（欄位說明僅存於新北市統計年報）,1702.0
95,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民概況,2006,itemvalue12,是（欄位說明僅存於新北市統計年報）,81.1985898942
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue2,是（欄位說明僅存於新北市統計年報）,76.27
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue3,是（欄位說明僅存於新北市統計年報）,82.28
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue4,是（欄位說明僅存於新北市統計年報）,87022.2389947804
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue5,是（欄位說明僅存於新北市統計年報）,93276.5251755407
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue6,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue7,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue8,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue9,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue10,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue12,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,健康,新北市政府主計處,醫療服務,2006,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,失業率－婚姻狀況別,2006,item value2,是（欄位說明僅存於新北市統計年報）,7.4
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,失業率－婚姻狀況別,2006,item value3,是（欄位說明僅存於新北市統計年報）,6.0
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,失業率－婚姻狀況別,2006,item value4,是（欄位說明僅存於新北市統計年報）,2.1
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,失業率－婚姻狀況別,2006,item value5,是（欄位說明僅存於新北市統計年報）,2.1
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,失業率－婚姻狀況別,2006,item value6,是（欄位說明僅存於新北市統計年報）,4.3
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,失業率－婚姻狀況別,2006,item value7,是（欄位說明僅存於新北市統計年報）,2.5
95,,,,,,,欄位未定義,0.0,,婚育,新北市政府主計處,婚姻狀況,2006,itemvalue2,是（欄位說明僅存於新北市統計年報）,1540785.0
