民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value2,是（欄位說明僅存於新北市統計年報）,2487.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value3,是（欄位說明僅存於新北市統計年報）,70.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value4,是（欄位說明僅存於新北市統計年報）,22410.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value5,是（欄位說明僅存於新北市統計年報）,902.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value6,是（欄位說明僅存於新北市統計年報）,97.2624168948
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value7,是（欄位說明僅存於新北市統計年報）,2.7375831052
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value8,是（欄位說明僅存於新北市統計年報）,96.1307481126
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2022,item value9,是（欄位說明僅存於新北市統計年報）,3.8692518874
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue2,是（欄位說明僅存於新北市統計年報）,218.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue3,是（欄位說明僅存於新北市統計年報）,87.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue4,是（欄位說明僅存於新北市統計年報）,0.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue5,是（欄位說明僅存於新北市統計年報）,1.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue6,是（欄位說明僅存於新北市統計年報）,6.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue7,是（欄位說明僅存於新北市統計年報）,3.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue8,是（欄位說明僅存於新北市統計年報）,29.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue9,是（欄位說明僅存於新北市統計年報）,5.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue10,是（欄位說明僅存於新北市統計年報）,104.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue11,是（欄位說明僅存於新北市統計年報）,40.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue12,是（欄位說明僅存於新北市統計年報）,79.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue13,是（欄位說明僅存於新北市統計年報）,38.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue14,是（欄位說明僅存於新北市統計年報）,1811.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2022,itemvalue15,是（欄位說明僅存於新北市統計年報）,159.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value2,是（欄位說明僅存於新北市統計年報）,2785.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value3,是（欄位說明僅存於新北市統計年報）,1876.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value4,是（欄位說明僅存於新北市統計年報）,59.75
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value5,是（欄位說明僅存於新北市統計年報）,40.25
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value6,是（欄位說明僅存於新北市統計年報）,49.26
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value7,是（欄位說明僅存於新北市統計年報）,48.08
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value8,是（欄位說明僅存於新北市統計年報）,3.2
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value9,是（欄位說明僅存於新北市統計年報）,0.16
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value10,是（欄位說明僅存於新北市統計年報）,3.3
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value11,是（欄位說明僅存於新北市統計年報）,0.08
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value12,是（欄位說明僅存於新北市統計年報）,42.76
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value13,是（欄位說明僅存於新北市統計年報）,47.84
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value14,是（欄位說明僅存於新北市統計年報）,50.73
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value15,是（欄位說明僅存於新北市統計年報）,51.92
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value16,是（欄位說明僅存於新北市統計年報）,3.7
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value17,是（欄位說明僅存於新北市統計年報）,0.34
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value18,是（欄位說明僅存於新北市統計年報）,46.65
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value19,是（欄位說明僅存於新北市統計年報）,44.27
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value20,是（欄位說明僅存於新北市統計年報）,0.38
111,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2022,item value21,是（欄位說明僅存於新北市統計年報）,7.31
111,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,111年新北交通違規取締統計,111 | 未領用牌照行駛 | 12條第1項第1款 | 汽車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,111年新北交通違規取締統計,111 | 未領用牌照行駛 | 12條第1項第1款 | 汽車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,111年新北交通違規取締統計,111 | 未領用牌照行駛 | 12條第1項第1款 | 重型機車(250CC以上) | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
111,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,111年新北交通違規取締統計,111 | 未領用牌照行駛 | 12條第1項第1款 | 重型機車(250CC以上) | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
