民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
111,,20,石碇區,,,,無年齡維度,0.0,女,不識字,未分,137
111,,20,石碇區,,,,無年齡維度,0.0,女,二專,畢業,91
111,,20,石碇區,,,,無年齡維度,0.0,女,二專,肄業,17
111,,20,石碇區,,,,無年齡維度,0.0,女,五專前三年,肄業,17
111,,20,石碇區,,,,無年齡維度,0.0,女,五專後二年,畢業,70
111,,20,石碇區,,,,無年齡維度,0.0,女,五專後二年,肄業,7
111,,20,石碇區,,,,無年齡維度,0.0,女,博士,畢業,2
111,,20,石碇區,,,,無年齡維度,0.0,女,博士,肄業,1
111,,20,石碇區,,,,無年齡維度,0.0,女,國中,畢業,332
111,,20,石碇區,,,,無年齡維度,0.0,女,國中,肄業,37
111,,20,石碇區,,,,無年齡維度,0.0,女,國中(職業),畢業,3
111,,20,石碇區,,,,無年齡維度,0.0,女,國中(職業),肄業,0
111,,20,石碇區,,,,無年齡維度,0.0,女,國小,畢業,550
111,,20,石碇區,,,,無年齡維度,0.0,女,國小,肄業,92
111,,20,石碇區,,,,無年齡維度,0.0,女,大學,畢業,466
111,,20,石碇區,,,,無年齡維度,0.0,女,大學,肄業,134
111,,20,石碇區,,,,無年齡維度,0.0,女,碩士,畢業,59
111,,20,石碇區,,,,無年齡維度,0.0,女,碩士,肄業,29
111,,20,石碇區,,,,無年齡維度,0.0,女,自學,未分,13
111,,20,石碇區,,,,無年齡維度,0.0,女,高中,畢業,181
111,,20,石碇區,,,,無年齡維度,0.0,女,高中,肄業,57
111,,20,石碇區,,,,無年齡維度,0.0,女,高職,畢業,449
111,,20,石碇區,,,,無年齡維度,0.0,女,高職,肄業,67
111,,20,石碇區,,,,無年齡維度,0.0,男,不識字,未分,23
111,,20,石碇區,,,,無年齡維度,0.0,男,二專,畢業,117
111,,20,石碇區,,,,無年齡維度,0.0,男,二專,肄業,31
111,,20,石碇區,,,,無年齡維度,0.0,男,五專前三年,肄業,5
111,,20,石碇區,,,,無年齡維度,0.0,男,五專後二年,畢業,113
111,,20,石碇區,,,,無年齡維度,0.0,男,五專後二年,肄業,3
111,,20,石碇區,,,,無年齡維度,0.0,男,博士,畢業,8
111,,20,石碇區,,,,無年齡維度,0.0,男,博士,肄業,5
111,,20,石碇區,,,,無年齡維度,0.0,男,國中,畢業,544
111,,20,石碇區,,,,無年齡維度,0.0,男,國中,肄業,60
111,,20,石碇區,,,,無年齡維度,0.0,男,國中(職業),畢業,4
111,,20,石碇區,,,,無年齡維度,0.0,男,國中(職業),肄業,3
111,,20,石碇區,,,,無年齡維度,0.0,男,國小,畢業,501
111,,20,石碇區,,,,無年齡維度,0.0,男,國小,肄業,70
111,,20,石碇區,,,,無年齡維度,0.0,男,大學,畢業,384
111,,20,石碇區,,,,無年齡維度,0.0,男,大學,肄業,165
111,,20,石碇區,,,,無年齡維度,0.0,男,碩士,畢業,98
111,,20,石碇區,,,,無年齡維度,0.0,男,碩士,肄業,26
111,,20,石碇區,,,,無年齡維度,0.0,男,自學,未分,16
111,,20,石碇區,,,,無年齡維度,0.0,男,高中,畢業,274
111,,20,石碇區,,,,無年齡維度,0.0,男,高中,肄業,68
111,,20,石碇區,,,,無年齡維度,0.0,男,高職,畢業,661
111,,20,石碇區,,,,無年齡維度,0.0,男,高職,肄業,138
