民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
111,,10,鶯歌區,,,,無年齡維度,0.0,女,不識字,未分,744
111,,10,鶯歌區,,,,無年齡維度,0.0,女,二專,畢業,5583
111,,10,鶯歌區,,,,無年齡維度,0.0,女,二專,肄業,739
111,,10,鶯歌區,,,,無年齡維度,0.0,女,五專前三年,肄業,598
111,,10,鶯歌區,,,,無年齡維度,0.0,女,五專後二年,畢業,4459
111,,10,鶯歌區,,,,無年齡維度,0.0,女,五專後二年,肄業,234
111,,10,鶯歌區,,,,無年齡維度,0.0,女,博士,畢業,419
111,,10,鶯歌區,,,,無年齡維度,0.0,女,博士,肄業,212
111,,10,鶯歌區,,,,無年齡維度,0.0,女,國中,畢業,8243
111,,10,鶯歌區,,,,無年齡維度,0.0,女,國中,肄業,833
111,,10,鶯歌區,,,,無年齡維度,0.0,女,國中(職業),畢業,68
111,,10,鶯歌區,,,,無年齡維度,0.0,女,國中(職業),肄業,12
111,,10,鶯歌區,,,,無年齡維度,0.0,女,國小,畢業,6173
111,,10,鶯歌區,,,,無年齡維度,0.0,女,國小,肄業,748
111,,10,鶯歌區,,,,無年齡維度,0.0,女,大學,畢業,24246
111,,10,鶯歌區,,,,無年齡維度,0.0,女,大學,肄業,5010
111,,10,鶯歌區,,,,無年齡維度,0.0,女,碩士,畢業,4903
111,,10,鶯歌區,,,,無年齡維度,0.0,女,碩士,肄業,1358
111,,10,鶯歌區,,,,無年齡維度,0.0,女,自學,未分,122
111,,10,鶯歌區,,,,無年齡維度,0.0,女,高中,畢業,5710
111,,10,鶯歌區,,,,無年齡維度,0.0,女,高中,肄業,2124
111,,10,鶯歌區,,,,無年齡維度,0.0,女,高職,畢業,13577
111,,10,鶯歌區,,,,無年齡維度,0.0,女,高職,肄業,2168
111,,10,鶯歌區,,,,無年齡維度,0.0,男,不識字,未分,143
111,,10,鶯歌區,,,,無年齡維度,0.0,男,二專,畢業,4358
111,,10,鶯歌區,,,,無年齡維度,0.0,男,二專,肄業,902
111,,10,鶯歌區,,,,無年齡維度,0.0,男,五專前三年,肄業,598
111,,10,鶯歌區,,,,無年齡維度,0.0,男,五專後二年,畢業,4376
111,,10,鶯歌區,,,,無年齡維度,0.0,男,五專後二年,肄業,334
111,,10,鶯歌區,,,,無年齡維度,0.0,男,博士,畢業,938
111,,10,鶯歌區,,,,無年齡維度,0.0,男,博士,肄業,336
111,,10,鶯歌區,,,,無年齡維度,0.0,男,國中,畢業,7581
111,,10,鶯歌區,,,,無年齡維度,0.0,男,國中,肄業,899
111,,10,鶯歌區,,,,無年齡維度,0.0,男,國中(職業),畢業,27
111,,10,鶯歌區,,,,無年齡維度,0.0,男,國中(職業),肄業,8
111,,10,鶯歌區,,,,無年齡維度,0.0,男,國小,畢業,3165
111,,10,鶯歌區,,,,無年齡維度,0.0,男,國小,肄業,404
111,,10,鶯歌區,,,,無年齡維度,0.0,男,大學,畢業,20358
111,,10,鶯歌區,,,,無年齡維度,0.0,男,大學,肄業,5826
111,,10,鶯歌區,,,,無年齡維度,0.0,男,碩士,畢業,6786
111,,10,鶯歌區,,,,無年齡維度,0.0,男,碩士,肄業,1519
111,,10,鶯歌區,,,,無年齡維度,0.0,男,自學,未分,49
111,,10,鶯歌區,,,,無年齡維度,0.0,男,高中,畢業,4775
111,,10,鶯歌區,,,,無年齡維度,0.0,男,高中,肄業,2437
111,,10,鶯歌區,,,,無年齡維度,0.0,男,高職,畢業,10123
111,,10,鶯歌區,,,,無年齡維度,0.0,男,高職,肄業,3112
