民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value2,是（欄位說明僅存於新北市統計年報）,820.0
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value3,是（欄位說明僅存於新北市統計年報）,22.0
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value4,是（欄位說明僅存於新北市統計年報）,28938.0
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value5,是（欄位說明僅存於新北市統計年報）,578.0
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value6,是（欄位說明僅存於新北市統計年報）,97.3871733967
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value7,是（欄位說明僅存於新北市統計年報）,2.6128266033
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value8,是（欄位說明僅存於新北市統計年報）,98.0417400732
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2009,item value9,是（欄位說明僅存於新北市統計年報）,1.9582599268
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value2,是（欄位說明僅存於新北市統計年報）,2382.041
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value3,是（欄位說明僅存於新北市統計年報）,1382.531
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value4,是（欄位說明僅存於新北市統計年報）,63.2752142873
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value5,是（欄位說明僅存於新北市統計年報）,36.7247857127
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value6,是（欄位說明僅存於新北市統計年報）,48.2284309968
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value7,是（欄位說明僅存於新北市統計年報）,46.0627645962
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value8,是（欄位說明僅存於新北市統計年報）,4.1446389882
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value9,是（欄位說明僅存於新北市統計年報）,0.1575371547
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value10,是（欄位說明僅存於新北市統計年報）,3.2041849825
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value11,是（欄位說明僅存於新北市統計年報）,0.0677742488
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value12,是（欄位說明僅存於新北市統計年報）,40.8796070261
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value13,是（欄位說明僅存於新北市統計年報）,45.8374531927
98,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2009,item value14,是（欄位說明僅存於新北市統計年報）,51.7715690032
