民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value2,是（欄位說明僅存於新北市統計年報）,2471.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value3,是（欄位說明僅存於新北市統計年報）,69.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value4,是（欄位說明僅存於新北市統計年報）,20894.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value5,是（欄位說明僅存於新北市統計年報）,876.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value6,是（欄位說明僅存於新北市統計年報）,97.2834645669
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value7,是（欄位說明僅存於新北市統計年報）,2.7165354331
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value8,是（欄位說明僅存於新北市統計年報）,95.9761139182
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2023,item value9,是（欄位說明僅存於新北市統計年報）,4.0238860818
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue2,是（欄位說明僅存於新北市統計年報）,181.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue3,是（欄位說明僅存於新北市統計年報）,83.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue4,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue5,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue6,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue7,是（欄位說明僅存於新北市統計年報）,0.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue8,是（欄位說明僅存於新北市統計年報）,22.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue9,是（欄位說明僅存於新北市統計年報）,8.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue10,是（欄位說明僅存於新北市統計年報）,97.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue11,是（欄位說明僅存於新北市統計年報）,40.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue12,是（欄位說明僅存於新北市統計年報）,60.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue13,是（欄位說明僅存於新北市統計年報）,34.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue14,是（欄位說明僅存於新北市統計年報）,2212.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2023,itemvalue15,是（欄位說明僅存於新北市統計年報）,219.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value2,是（欄位說明僅存於新北市統計年報）,2802.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value3,是（欄位說明僅存於新北市統計年報）,1935.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value4,是（欄位說明僅存於新北市統計年報）,59.1513616213
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value5,是（欄位說明僅存於新北市統計年報）,40.8486383787
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value6,是（欄位說明僅存於新北市統計年報）,49.29
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value7,是（欄位說明僅存於新北市統計年報）,48.36
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value8,是（欄位說明僅存於新北市統計年報）,3.06
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value9,是（欄位說明僅存於新北市統計年報）,0.17
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value10,是（欄位說明僅存於新北市統計年報）,3.32
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value11,是（欄位說明僅存於新北市統計年報）,0.08
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value12,是（欄位說明僅存於新北市統計年報）,42.91
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value13,是（欄位說明僅存於新北市統計年報）,48.11
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value14,是（欄位說明僅存於新北市統計年報）,50.71
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value15,是（欄位說明僅存於新北市統計年報）,51.64
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value16,是（欄位說明僅存於新北市統計年報）,4.13
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value17,是（欄位說明僅存於新北市統計年報）,0.45
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value18,是（欄位說明僅存於新北市統計年報）,46.18
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value19,是（欄位說明僅存於新北市統計年報）,44.43
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value20,是（欄位說明僅存於新北市統計年報）,0.4
112,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2023,item value21,是（欄位說明僅存於新北市統計年報）,6.76
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 汽車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 汽車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 重型機車(250CC以上) | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 重型機車(250CC以上) | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 機車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 機車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 動力機械 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 汽車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 汽車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 重型機車(250CC以上) | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 重型機車(250CC以上) | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 機車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 機車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 拼裝車輛違規行駛 | 12條第1項第2款 | 動力機械 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 汽車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 汽車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 重型機車(250CC以上) | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 重型機車(250CC以上) | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 機車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 機車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用偽造、變造或矇領之牌照 | 12條第1項第3款 | 動力機械 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 汽車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 汽車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 重型機車(250CC以上) | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 重型機車(250CC以上) | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 機車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 機車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 使用吊銷、註銷之牌照 | 12條第1項第4款 | 動力機械 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 牌照借供他車使用或使用他車牌照 | 12條第1項第5款 | 汽車 | 逕舉,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 牌照借供他車使用或使用他車牌照 | 12條第1項第5款 | 汽車 | 攔停,month,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 汽車 | 逕舉,quantity,是（欄位說明僅存於新北市統計年報）,0.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 汽車 | 攔停,quantity,是（欄位說明僅存於新北市統計年報）,1.0
112,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,112年新北交通違規取締統計,112 | 未領用牌照行駛 | 12條第1項第1款 | 重型機車(250CC以上) | 逕舉,quantity,是（欄位說明僅存於新北市統計年報）,0.0
