民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value2,是（欄位說明僅存於新北市統計年報）,2669.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value3,是（欄位說明僅存於新北市統計年報）,48.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value4,是（欄位說明僅存於新北市統計年報）,29306.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value5,是（欄位說明僅存於新北市統計年報）,857.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value6,是（欄位說明僅存於新北市統計年報）,98.23
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value7,是（欄位說明僅存於新北市統計年報）,1.77
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value8,是（欄位說明僅存於新北市統計年報）,97.1587706793
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,大眾交通工具駕駛人員,2014,item value9,是（欄位說明僅存於新北市統計年報）,2.8412293207
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue2,是（欄位說明僅存於新北市統計年報）,147.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue3,是（欄位說明僅存於新北市統計年報）,72.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue4,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue5,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue6,是（欄位說明僅存於新北市統計年報）,7.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue7,是（欄位說明僅存於新北市統計年報）,1.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue8,是（欄位說明僅存於新北市統計年報）,27.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue9,是（欄位說明僅存於新北市統計年報）,5.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue10,是（欄位說明僅存於新北市統計年報）,81.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue11,是（欄位說明僅存於新北市統計年報）,38.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue12,是（欄位說明僅存於新北市統計年報）,32.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue13,是（欄位說明僅存於新北市統計年報）,28.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue14,是（欄位說明僅存於新北市統計年報）,7076.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,道路交通安全,2014,itemvalue15,是（欄位說明僅存於新北市統計年報）,498.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value2,是（欄位說明僅存於新北市統計年報）,2626.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value3,是（欄位說明僅存於新北市統計年報）,1626.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value4,是（欄位說明僅存於新北市統計年報）,61.75
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value5,是（欄位說明僅存於新北市統計年報）,38.25
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value6,是（欄位說明僅存於新北市統計年報）,48.49
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value7,是（欄位說明僅存於新北市統計年報）,46.57
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value8,是（欄位說明僅存於新北市統計年報）,3.65
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value9,是（欄位說明僅存於新北市統計年報）,0.14
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value10,是（欄位說明僅存於新北市統計年報）,3.2
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value11,是（欄位說明僅存於新北市統計年報）,0.06
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value12,是（欄位說明僅存於新北市統計年報）,41.64
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value13,是（欄位說明僅存於新北市統計年報）,46.37
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value14,是（欄位說明僅存於新北市統計年報）,51.51
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value15,是（欄位說明僅存於新北市統計年報）,53.43
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value16,是（欄位說明僅存於新北市統計年報）,2.04
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value17,是（欄位說明僅存於新北市統計年報）,0.12
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value18,是（欄位說明僅存於新北市統計年報）,48.86
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value19,是（欄位說明僅存於新北市統計年報）,43.44
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value20,是（欄位說明僅存於新北市統計年報）,0.61
103,,,,,,,欄位未定義,0.0,,交通,新北市政府主計處,領有駕駛執照數,2014,item value21,是（欄位說明僅存於新北市統計年報）,9.87
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,1.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,2.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,3.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,4.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,5.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,6.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,7.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,8.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,9.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,10.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,11.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,month,是（欄位說明僅存於新北市統計年報）,12.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,70.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,97.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,128.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,105.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,127.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,100.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,122.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,113.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,112.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,111.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,113.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type1,是（欄位說明僅存於新北市統計年報）,103.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,1.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,1.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,1.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type2,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,73.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,87.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,93.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,84.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,104.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,104.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,92.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,69.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,90.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,87.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,93.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府交通局,新北市車輛行車事故鑑定分類統計,2014,type3,是（欄位說明僅存於新北市統計年報）,78.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 0~5,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 6~11,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 12,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 13,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 14,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 15,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 16,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 17,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 18~19,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 20~24,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 25~29,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 30~34,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 35~39,count,是（欄位說明僅存於新北市統計年報）,0.0
103,,,,,,,欄位未定義,0.0,,交通,新北市政府警察局,新北市102年A1道路交通事故-死亡年齡與行動狀態統計,103 | 車輛 | 起步 | 40~44,count,是（欄位說明僅存於新北市統計年報）,0.0
