民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue3,是（欄位說明僅存於新北市統計年報）,62304.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue3,是（欄位說明僅存於新北市統計年報）,6514.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue3,是（欄位說明僅存於新北市統計年報）,55790.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue4,是（欄位說明僅存於新北市統計年報）,42233.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue4,是（欄位說明僅存於新北市統計年報）,4298.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue4,是（欄位說明僅存於新北市統計年報）,37935.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue5,是（欄位說明僅存於新北市統計年報）,38502.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue5,是（欄位說明僅存於新北市統計年報）,2423.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue5,是（欄位說明僅存於新北市統計年報）,36079.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue6,是（欄位說明僅存於新北市統計年報）,3731.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue6,是（欄位說明僅存於新北市統計年報）,1875.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue6,是（欄位說明僅存於新北市統計年報）,1856.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue7,是（欄位說明僅存於新北市統計年報）,20071.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue7,是（欄位說明僅存於新北市統計年報）,2216.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue7,是（欄位說明僅存於新北市統計年報）,17855.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue8,是（欄位說明僅存於新北市統計年報）,11033.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue8,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue8,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue9,是（欄位說明僅存於新北市統計年報）,2824.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue9,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue9,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue10,是（欄位說明僅存於新北市統計年報）,2218.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue10,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue10,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue11,是（欄位說明僅存於新北市統計年報）,984.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue12,是（欄位說明僅存於新北市統計年報）,425.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue12,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue12,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue13,是（欄位說明僅存於新北市統計年報）,400.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue14,是（欄位說明僅存於新北市統計年報）,212.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue14,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  女,itemvalue14,是（欄位說明僅存於新北市統計年報）,0.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  計,itemvalue15,是（欄位說明僅存於新北市統計年報）,1975.0
93,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,新住民人口,2004 |  男,itemvalue15,是（欄位說明僅存於新北市統計年報）,0.0
