民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
112,,4,永和區,,,,無年齡維度,0.0,女,不識字,未分,462
112,,4,永和區,,,,無年齡維度,0.0,女,二專,畢業,7154
112,,4,永和區,,,,無年齡維度,0.0,女,二專,肄業,571
112,,4,永和區,,,,無年齡維度,0.0,女,五專前三年,肄業,416
112,,4,永和區,,,,無年齡維度,0.0,女,五專後二年,畢業,5490
112,,4,永和區,,,,無年齡維度,0.0,女,五專後二年,肄業,171
112,,4,永和區,,,,無年齡維度,0.0,女,博士,畢業,439
112,,4,永和區,,,,無年齡維度,0.0,女,博士,肄業,218
112,,4,永和區,,,,無年齡維度,0.0,女,國中,畢業,6738
112,,4,永和區,,,,無年齡維度,0.0,女,國中,肄業,978
112,,4,永和區,,,,無年齡維度,0.0,女,國中(職業),畢業,279
112,,4,永和區,,,,無年齡維度,0.0,女,國中(職業),肄業,128
112,,4,永和區,,,,無年齡維度,0.0,女,國小,畢業,6839
112,,4,永和區,,,,無年齡維度,0.0,女,國小,肄業,526
112,,4,永和區,,,,無年齡維度,0.0,女,大學,畢業,30595
112,,4,永和區,,,,無年齡維度,0.0,女,大學,肄業,5216
112,,4,永和區,,,,無年齡維度,0.0,女,碩士,畢業,7243
112,,4,永和區,,,,無年齡維度,0.0,女,碩士,肄業,1621
112,,4,永和區,,,,無年齡維度,0.0,女,自學,未分,184
112,,4,永和區,,,,無年齡維度,0.0,女,高中,畢業,7747
112,,4,永和區,,,,無年齡維度,0.0,女,高中,肄業,2308
112,,4,永和區,,,,無年齡維度,0.0,女,高職,畢業,14686
112,,4,永和區,,,,無年齡維度,0.0,女,高職,肄業,1726
112,,4,永和區,,,,無年齡維度,0.0,男,不識字,未分,40
112,,4,永和區,,,,無年齡維度,0.0,男,二專,畢業,5627
112,,4,永和區,,,,無年齡維度,0.0,男,二專,肄業,748
112,,4,永和區,,,,無年齡維度,0.0,男,五專前三年,肄業,201
112,,4,永和區,,,,無年齡維度,0.0,男,五專後二年,畢業,5385
112,,4,永和區,,,,無年齡維度,0.0,男,五專後二年,肄業,282
112,,4,永和區,,,,無年齡維度,0.0,男,博士,畢業,1043
112,,4,永和區,,,,無年齡維度,0.0,男,博士,肄業,387
112,,4,永和區,,,,無年齡維度,0.0,男,國中,畢業,4259
112,,4,永和區,,,,無年齡維度,0.0,男,國中,肄業,761
112,,4,永和區,,,,無年齡維度,0.0,男,國中(職業),畢業,153
112,,4,永和區,,,,無年齡維度,0.0,男,國中(職業),肄業,75
112,,4,永和區,,,,無年齡維度,0.0,男,國小,畢業,2522
112,,4,永和區,,,,無年齡維度,0.0,男,國小,肄業,214
112,,4,永和區,,,,無年齡維度,0.0,男,大學,畢業,26750
112,,4,永和區,,,,無年齡維度,0.0,男,大學,肄業,6205
112,,4,永和區,,,,無年齡維度,0.0,男,碩士,畢業,10127
112,,4,永和區,,,,無年齡維度,0.0,男,碩士,肄業,2019
112,,4,永和區,,,,無年齡維度,0.0,男,自學,未分,43
112,,4,永和區,,,,無年齡維度,0.0,男,高中,畢業,6081
112,,4,永和區,,,,無年齡維度,0.0,男,高中,肄業,2537
112,,4,永和區,,,,無年齡維度,0.0,男,高職,畢業,11211
112,,4,永和區,,,,無年齡維度,0.0,男,高職,肄業,2225
