民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,12649.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,6359.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,3000.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,1922.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,1089.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,726.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,417.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,158.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,69.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,12.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,1.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue17,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue19,是（欄位說明僅存於新北市統計年報）,113880.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,3.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,53.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,261.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,931.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,2383.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,4952.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,8380.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,9210.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,10405.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,13630.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,14888.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,16621.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,14843.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,9723.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,5369.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,1733.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue19,是（欄位說明僅存於新北市統計年報）,414.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue19,是（欄位說明僅存於新北市統計年報）,81.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue20,是（欄位說明僅存於新北市統計年報）,21615.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,7.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,29.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,138.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,320.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,677.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,1149.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,1151.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,1525.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,2144.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,2794.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,3672.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,3532.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,2466.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,1440.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,445.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue20,是（欄位說明僅存於新北市統計年報）,110.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue20,是（欄位說明僅存於新北市統計年報）,16.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue21,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue22,是（欄位說明僅存於新北市統計年報）,92265.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,3.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,46.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,232.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,793.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,2063.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,4275.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,7231.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,8059.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,8880.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,11486.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,12094.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,12949.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,11311.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,7257.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,3929.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,1288.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue22,是（欄位說明僅存於新北市統計年報）,304.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue22,是（欄位說明僅存於新北市統計年報）,65.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue23,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent2,是（欄位說明僅存於新北市統計年報）,1246.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent3,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent4,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent5,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent6,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent7,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent8,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent9,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent10,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent11,是（欄位說明僅存於新北市統計年報）,0.26
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent12,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent14,是（欄位說明僅存於新北市統計年報）,67.98
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent15,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent17,是（欄位說明僅存於新北市統計年報）,75.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent18,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,國民中小學中途輟學學生概況,2000,percent19,是（欄位說明僅存於新北市統計年報）,0.0
