民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,337.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,6552.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,39084.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,89459.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,121678.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,126590.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,117458.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,75920.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,51467.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,40671.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,32959.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,30780.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,17995.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,7611.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,2580.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,554.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,120.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue10,是（欄位說明僅存於新北市統計年報）,46.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue11,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue12,是（欄位說明僅存於新北市統計年報）,782831.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,2.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,1667.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,19205.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,64755.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,112514.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,136624.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,131813.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,115107.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,70387.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,46122.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,36802.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,23012.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,14136.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,7022.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,2584.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,826.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,189.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue12,是（欄位說明僅存於新北市統計年報）,46.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue12,是（欄位說明僅存於新北市統計年報）,18.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue14,是（欄位說明僅存於新北市統計年報）,132506.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,144.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,2765.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,8498.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,16283.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,23042.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,26631.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,23999.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,13068.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,6750.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,4135.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,2647.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,2321.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,1429.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,546.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,196.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,44.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue14,是（欄位說明僅存於新北市統計年報）,6.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue14,是（欄位說明僅存於新北市統計年報）,2.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue15,是（欄位說明僅存於新北市統計年報）,61300.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,20.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,760.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,3116.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,6917.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,10010.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,11736.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,11350.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,6709.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,3750.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,2213.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,1558.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,1595.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,1012.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,388.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,127.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,32.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue15,是（欄位說明僅存於新北市統計年報）,5.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue15,是（欄位說明僅存於新北市統計年報）,2.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  45~49歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  50~54歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  55~59歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  60~64歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  65~69歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  70~74歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  75~79歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  80~84歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  85~89歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  90~94歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  95~99歲,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  100歲以上,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  總計,itemvalue17,是（欄位說明僅存於新北市統計年報）,71206.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  未滿15歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,0.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  15~19歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,124.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  20~24歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,2005.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  25~29歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,5382.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  30~34歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,9366.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  35~39歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,13032.0
89,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2000 |  40~44歲,itemvalue17,是（欄位說明僅存於新北市統計年報）,14895.0
