民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,9144.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,8737.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,13360.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,6794.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,6566.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,11816.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,6063.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,5753.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,6383.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,3099.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,3284.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,17117.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,8590.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,8527.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,7716.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,4008.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,3708.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,2724.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,2897.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,2625.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,2943.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,1608.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,1335.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  計,itemvalue23,是（欄位說明僅存於新北市統計年報）,810.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  男,itemvalue23,是（欄位說明僅存於新北市統計年報）,390.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  女,itemvalue23,是（欄位說明僅存於新北市統計年報）,420.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,760177.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,389162.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,371015.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,103315.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,52196.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,51119.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,81838.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,42175.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,39663.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,110767.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,56225.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,54542.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,45570.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,21882.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,23688.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,43135.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,21490.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,21645.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,52129.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,26159.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,25970.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,6925.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,19907.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,19151.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,26262.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,13477.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,12785.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  計,itemvalue24,是（欄位說明僅存於新北市統計年報）,22774.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  男,itemvalue24,是（欄位說明僅存於新北市統計年報）,12294.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  女,itemvalue24,是（欄位說明僅存於新北市統計年報）,10480.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,105571.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,62152.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,43419.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,14016.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,8345.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,5671.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,12987.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,7860.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,5127.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,7108.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,4300.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,2808.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,3878.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,2182.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,1696.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,25568.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,14203.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,11365.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,4001.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,2319.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,1682.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,2838.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,1112.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,517.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,672.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,483.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,189.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  計,itemvalue25,是（欄位說明僅存於新北市統計年報）,742.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  男,itemvalue25,是（欄位說明僅存於新北市統計年報）,509.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  女,itemvalue25,是（欄位說明僅存於新北市統計年報）,233.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,5931.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,3441.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,2490.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,1383.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,777.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,606.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,736.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,482.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,254.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,760.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,396.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,364.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,501.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,257.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,244.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,608.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,365.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,243.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,421.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,229.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,192.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,92.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,98.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,70.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,50.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,27.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,23.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  計,itemvalue26,是（欄位說明僅存於新北市統計年報）,43.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  男,itemvalue26,是（欄位說明僅存於新北市統計年報）,29.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三峽區 |  女,itemvalue26,是（欄位說明僅存於新北市統計年報）,14.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,2687.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,1717.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新北市 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,970.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,527.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,342.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  板橋區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,185.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,379.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,261.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  三重區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,118.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,371.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,226.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  中和區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,145.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,182.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,98.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  永和區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,84.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,262.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,188.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新莊區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,74.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,148.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,80.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  新店區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,68.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,54.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  男,itemvalue27,是（欄位說明僅存於新北市統計年報）,59.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  樹林區 |  女,itemvalue27,是（欄位說明僅存於新北市統計年報）,35.0
87,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,十五歲以上現住人口之教育程度─按區別分,1998 |  鶯歌區 |  計,itemvalue27,是（欄位說明僅存於新北市統計年報）,31.0
