民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value2,是（欄位說明僅存於新北市統計年報）,32.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value3,是（欄位說明僅存於新北市統計年報）,3894.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value4,是（欄位說明僅存於新北市統計年報）,1506.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value5,是（欄位說明僅存於新北市統計年報）,2388.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value6,是（欄位說明僅存於新北市統計年報）,578.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value7,是（欄位說明僅存於新北市統計年報）,138.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value8,是（欄位說明僅存於新北市統計年報）,440.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value9,是（欄位說明僅存於新北市統計年報）,722.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value10,是（欄位說明僅存於新北市統計年報）,275.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value11,是（欄位說明僅存於新北市統計年報）,239.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value12,是（欄位說明僅存於新北市統計年報）,208.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value13,是（欄位說明僅存於新北市統計年報）,0.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value14,是（欄位說明僅存於新北市統計年報）,31132.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value15,是（欄位說明僅存於新北市統計年報）,15919.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value16,是（欄位說明僅存於新北市統計年報）,15213.0
86,,,,,,,欄位未定義,0.0,,教育,新北市政府主計處,境內高級中等學校教育概況(102學年度以前),1997,item value17,是（欄位說明僅存於新北市統計年報）,6403.0
