民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
115,,,,,,,欄位未定義,0.0,,人口,新北市政府水利局,新北市污水下水道用戶接管普及率,115,sewage_treatment_connection_rates_new_system,是（欄位說明僅存於新北市統計年報）,72.06
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column1,是（欄位說明僅存於新北市統計年報）,1859055.0
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column2,是（欄位說明僅存於新北市統計年報）,423588.0
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column3,是（欄位說明僅存於新北市統計年報）,226567381.0
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column4,是（欄位說明僅存於新北市統計年報）,74247657.0
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column5_thousandtwd,是（欄位說明僅存於新北市統計年報）,958199631.0
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column6_thousandtwd,是（欄位說明僅存於新北市統計年報）,265601692.0
115,,,,,,,欄位未定義,0.0,,人口,新北市政府財政局,新北巿最近5年房屋稅綜合統計表,115,column7_thousandtwd,是（欄位說明僅存於新北市統計年報）,16633593.0
115,,,,,,,欄位未定義,0.0,,社福,新北市政府人事處,新北市政府身心障礙人員進用統計表,115 | 141.28%,lawnumpeo,是（欄位說明僅存於新北市統計年報）,1582.0
115,,,,,,,欄位未定義,0.0,,社福,新北市政府人事處,新北市政府身心障礙人員進用統計表,115 | 141.28%,enterednumpeo,是（欄位說明僅存於新北市統計年報）,2235.0
115,,,,,,,欄位未定義,0.0,,社福,新北市政府人事處,新北市政府身心障礙人員進用統計表,115 | 141.28%,exceedingnumpeo,是（欄位說明僅存於新北市統計年報）,653.0
