民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
113,,7,土城區,,,,無年齡維度,0.0,女,不識字,未分,450
113,,7,土城區,,,,無年齡維度,0.0,女,二專,畢業,4795
113,,7,土城區,,,,無年齡維度,0.0,女,二專,肄業,611
113,,7,土城區,,,,無年齡維度,0.0,女,五專前三年,肄業,478
113,,7,土城區,,,,無年齡維度,0.0,女,五專後二年,畢業,2629
113,,7,土城區,,,,無年齡維度,0.0,女,五專後二年,肄業,187
113,,7,土城區,,,,無年齡維度,0.0,女,博士,畢業,143
113,,7,土城區,,,,無年齡維度,0.0,女,博士,肄業,77
113,,7,土城區,,,,無年齡維度,0.0,女,國中,畢業,9345
113,,7,土城區,,,,無年齡維度,0.0,女,國中,肄業,1073
113,,7,土城區,,,,無年齡維度,0.0,女,國中(職業),畢業,131
113,,7,土城區,,,,無年齡維度,0.0,女,國中(職業),肄業,16
113,,7,土城區,,,,無年齡維度,0.0,女,國小,畢業,7441
113,,7,土城區,,,,無年齡維度,0.0,女,國小,肄業,692
113,,7,土城區,,,,無年齡維度,0.0,女,大學,畢業,19377
113,,7,土城區,,,,無年齡維度,0.0,女,大學,肄業,4864
113,,7,土城區,,,,無年齡維度,0.0,女,碩士,畢業,3063
113,,7,土城區,,,,無年齡維度,0.0,女,碩士,肄業,909
113,,7,土城區,,,,無年齡維度,0.0,女,自學,未分,159
113,,7,土城區,,,,無年齡維度,0.0,女,高中,畢業,4586
113,,7,土城區,,,,無年齡維度,0.0,女,高中,肄業,1933
113,,7,土城區,,,,無年齡維度,0.0,女,高職,畢業,14470
113,,7,土城區,,,,無年齡維度,0.0,女,高職,肄業,2573
113,,7,土城區,,,,無年齡維度,0.0,男,不識字,未分,59
113,,7,土城區,,,,無年齡維度,0.0,男,二專,畢業,4510
113,,7,土城區,,,,無年齡維度,0.0,男,二專,肄業,877
113,,7,土城區,,,,無年齡維度,0.0,男,五專前三年,肄業,285
113,,7,土城區,,,,無年齡維度,0.0,男,五專後二年,畢業,3054
113,,7,土城區,,,,無年齡維度,0.0,男,五專後二年,肄業,250
113,,7,土城區,,,,無年齡維度,0.0,男,博士,畢業,346
113,,7,土城區,,,,無年齡維度,0.0,男,博士,肄業,201
113,,7,土城區,,,,無年齡維度,0.0,男,國中,畢業,8526
113,,7,土城區,,,,無年齡維度,0.0,男,國中,肄業,1113
113,,7,土城區,,,,無年齡維度,0.0,男,國中(職業),畢業,115
113,,7,土城區,,,,無年齡維度,0.0,男,國中(職業),肄業,21
113,,7,土城區,,,,無年齡維度,0.0,男,國小,畢業,3984
113,,7,土城區,,,,無年齡維度,0.0,男,國小,肄業,295
113,,7,土城區,,,,無年齡維度,0.0,男,大學,畢業,16763
113,,7,土城區,,,,無年齡維度,0.0,男,大學,肄業,5951
113,,7,土城區,,,,無年齡維度,0.0,男,碩士,畢業,4698
113,,7,土城區,,,,無年齡維度,0.0,男,碩士,肄業,1218
113,,7,土城區,,,,無年齡維度,0.0,男,自學,未分,34
113,,7,土城區,,,,無年齡維度,0.0,男,高中,畢業,5375
113,,7,土城區,,,,無年齡維度,0.0,男,高中,肄業,2569
113,,7,土城區,,,,無年齡維度,0.0,男,高職,畢業,13746
113,,7,土城區,,,,無年齡維度,0.0,男,高職,肄業,3803
