"year","roc_year","district_code","district","status","people"
"2024","113","16","泰山區","未婚","18079"
"2024","113","16","泰山區","離婚","724"
"2024","113","17","林口區","喪偶","24"
"2024","113","17","林口區","有偶","11366"
"2024","113","17","林口區","未婚","27463"
"2024","113","17","林口區","離婚","1110"
"2024","113","18","八里區","喪偶","2"
"2024","113","18","八里區","有偶","1216"
"2024","113","18","八里區","未婚","5691"
"2024","113","18","八里區","離婚","238"
"2024","113","19","深坑區","喪偶","1"
"2024","113","19","深坑區","有偶","301"
"2024","113","19","深坑區","未婚","1453"
"2024","113","19","深坑區","離婚","61"
"2024","113","20","石碇區","喪偶","3"
"2024","113","20","石碇區","有偶","324"
"2024","113","20","石碇區","未婚","1167"
"2024","113","20","石碇區","離婚","36"
"2024","113","21","坪林區","喪偶","5"
"2024","113","21","坪林區","有偶","1068"
"2024","113","21","坪林區","未婚","4873"
"2024","113","21","坪林區","離婚","226"
"2024","113","22","三芝區","喪偶","3"
"2024","113","22","三芝區","有偶","675"
"2024","113","22","三芝區","未婚","2286"
"2024","113","22","三芝區","離婚","103"
"2024","113","23","石門區","喪偶","7"
"2024","113","23","石門區","有偶","3181"
"2024","113","23","石門區","未婚","9759"
"2024","113","23","石門區","離婚","536"
"2024","113","24","金山區","喪偶","0"
"2024","113","24","金山區","有偶","123"
"2024","113","24","金山區","未婚","596"
"2024","113","24","金山區","離婚","37"
"2024","113","25","萬里區","喪偶","4"
"2024","113","25","萬里區","有偶","273"
"2024","113","25","萬里區","未婚","1323"
"2024","113","25","萬里區","離婚","66"
"2024","113","26","平溪區","喪偶","4"
"2024","113","26","平溪區","有偶","496"
"2024","113","26","平溪區","未婚","1815"
"2024","113","26","平溪區","離婚","103"
"2024","113","27","雙溪區","喪偶","6"
"2024","113","27","雙溪區","有偶","1220"
"2024","113","27","雙溪區","未婚","4340"
"2024","113","27","雙溪區","離婚","240"
"2024","113","28","貢寮區","喪偶","3"
"2024","113","28","貢寮區","有偶","1244"
"2024","113","28","貢寮區","未婚","4043"
"2024","113","28","貢寮區","離婚","241"
"2024","113","29","烏來區","喪偶","3"
"2024","113","29","烏來區","有偶","591"
"2024","113","29","烏來區","未婚","1284"
"2024","113","29","烏來區","離婚","143"
"2025","114","0","New Taipei City","喪偶","703"
"2025","114","0","New Taipei City","有偶","239921"
"2025","114","0","New Taipei City","未婚","884627"
"2025","114","0","New Taipei City","離婚","36255"
"2025","114","1","板橋區","喪偶","70"
"2025","114","1","板橋區","有偶","30676"
"2025","114","1","板橋區","未婚","117096"
"2025","114","1","板橋區","離婚","4292"
"2025","114","2","三重區","喪偶","71"
"2025","114","2","三重區","有偶","22025"
"2025","114","2","三重區","未婚","84348"
"2025","114","2","三重區","離婚","3511"
"2025","114","3","中和區","喪偶","56"
"2025","114","3","中和區","有偶","20948"
"2025","114","3","中和區","未婚","86025"
"2025","114","3","中和區","離婚","3103"
"2025","114","4","永和區","喪偶","19"
"2025","114","4","永和區","有偶","9536"
"2025","114","4","永和區","未婚","42803"
"2025","114","4","永和區","離婚","1142"
"2025","114","5","新莊區","喪偶","87"
"2025","114","5","新莊區","有偶","27186"
"2025","114","5","新莊區","未婚","95492"
"2025","114","5","新莊區","離婚","3803"
"2025","114","6","新店區","喪偶","54"
"2025","114","6","新店區","有偶","15917"
"2025","114","6","新店區","未婚","64538"
"2025","114","6","新店區","離婚","2230"
"2025","114","7","土城區","喪偶","37"
"2025","114","7","土城區","有偶","11024"
"2025","114","7","土城區","未婚","41027"
"2025","114","7","土城區","離婚","1831"
"2025","114","8","蘆洲區","喪偶","24"
"2025","114","8","蘆洲區","有偶","6633"
"2025","114","8","蘆洲區","未婚","20630"
"2025","114","8","蘆洲區","離婚","1158"
"2025","114","9","樹林區","喪偶","25"
"2025","114","9","樹林區","有偶","7344"
"2025","114","9","樹林區","未婚","26326"
"2025","114","9","樹林區","離婚","1350"
"2025","114","10","鶯歌區","喪偶","37"
"2025","114","10","鶯歌區","有偶","13129"
"2025","114","10","鶯歌區","未婚","43439"
"2025","114","10","鶯歌區","離婚","1890"
"2025","114","11","三峽區","喪偶","31"
"2025","114","11","三峽區","有偶","12270"
"2025","114","11","三峽區","未婚","47204"
"2025","114","11","三峽區","離婚","1863"
"2025","114","12","淡水區","喪偶","3"
"2025","114","12","淡水區","有偶","1866"
"2025","114","12","淡水區","未婚","7301"
"2025","114","12","淡水區","離婚","504"
"2025","114","13","汐止區","喪偶","53"
"2025","114","13","汐止區","有偶","16270"
"2025","114","13","汐止區","未婚","54988"
"2025","114","13","汐止區","離婚","2451"
"2025","114","14","瑞芳區","喪偶","37"
"2025","114","14","瑞芳區","有偶","11772"
"2025","114","14","瑞芳區","未婚","47813"
"2025","114","14","瑞芳區","離婚","2041"
"2025","114","15","五股區","喪偶","16"
"2025","114","15","五股區","有偶","7350"
"2025","114","15","五股區","未婚","22158"
"2025","114","15","五股區","離婚","1227"
"2025","114","16","泰山區","喪偶","18"
"2025","114","16","泰山區","有偶","4978"
"2025","114","16","泰山區","未婚","18032"
"2025","114","16","泰山區","離婚","731"
"2025","114","17","林口區","喪偶","25"
"2025","114","17","林口區","有偶","10889"
"2025","114","17","林口區","未婚","27807"
"2025","114","17","林口區","離婚","1143"
"2025","114","18","八里區","喪偶","2"
"2025","114","18","八里區","有偶","1122"
"2025","114","18","八里區","未婚","5612"
"2025","114","18","八里區","離婚","230"
"2025","114","19","深坑區","喪偶","1"
"2025","114","19","深坑區","有偶","270"
"2025","114","19","深坑區","未婚","1385"
"2025","114","19","深坑區","離婚","68"
"2025","114","20","石碇區","喪偶","3"
"2025","114","20","石碇區","有偶","294"
"2025","114","20","石碇區","未婚","1114"
"2025","114","20","石碇區","離婚","38"
"2025","114","21","坪林區","喪偶","5"
"2025","114","21","坪林區","有偶","1062"
"2025","114","21","坪林區","未婚","4760"
"2025","114","21","坪林區","離婚","212"
"2025","114","22","三芝區","喪偶","3"
"2025","114","22","三芝區","有偶","598"
"2025","114","22","三芝區","未婚","2116"
"2025","114","22","三芝區","離婚","98"
"2025","114","23","石門區","喪偶","8"
"2025","114","23","石門區","有偶","3101"
"2025","114","23","石門區","未婚","9779"
"2025","114","23","石門區","離婚","531"
"2025","114","24","金山區","喪偶","0"
"2025","114","24","金山區","有偶","103"
"2025","114","24","金山區","未婚","576"
"2025","114","24","金山區","離婚","36"
"2025","114","25","萬里區","喪偶","3"
"2025","114","25","萬里區","有偶","270"
"2025","114","25","萬里區","未婚","1226"
"2025","114","25","萬里區","離婚","57"
"2025","114","26","平溪區","喪偶","3"
"2025","114","26","平溪區","有偶","443"
"2025","114","26","平溪區","未婚","1716"
"2025","114","26","平溪區","離婚","104"
"2025","114","27","雙溪區","喪偶","6"
"2025","114","27","雙溪區","有偶","1127"
"2025","114","27","雙溪區","未婚","4184"
"2025","114","27","雙溪區","離婚","230"
"2025","114","28","貢寮區","喪偶","3"
"2025","114","28","貢寮區","有偶","1132"
"2025","114","28","貢寮區","未婚","3893"
"2025","114","28","貢寮區","離婚","240"
"2025","114","29","烏來區","喪偶","3"
"2025","114","29","烏來區","有偶","586"
"2025","114","29","烏來區","未婚","1239"
"2025","114","29","烏來區","離婚","141"
