民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue2,是（欄位說明僅存於新北市統計年報）,5547.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue3,是（欄位說明僅存於新北市統計年報）,0.5618
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue4,是（欄位說明僅存於新北市統計年報）,12474.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue5,是（欄位說明僅存於新北市統計年報）,0.3718
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue6,是（欄位說明僅存於新北市統計年報）,1134.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue7,是（欄位說明僅存於新北市統計年報）,1337.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue8,是（欄位說明僅存於新北市統計年報）,1706.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue9,是（欄位說明僅存於新北市統計年報）,3760.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue10,是（欄位說明僅存於新北市統計年報）,2707.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue11,是（欄位說明僅存於新北市統計年報）,7377.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue12,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue13,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue14,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue15,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,itemvalue16,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent17,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent18,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent19,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent20,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent21,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent22,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent23,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent24,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent25,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent26,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent27,是（欄位說明僅存於新北市統計年報）,0.0
85,,,,,,,欄位未定義,0.0,,社福,新北市政府主計處,低收入戶人數及生活扶助,1996,percent28,是（欄位說明僅存於新北市統計年報）,0.0
