"year","roc_year","district_code","district","level","people"
"2023","112","0","New Taipei City","國小","272257"
"2023","112","0","New Taipei City","大學","1113898"
"2023","112","0","New Taipei City","碩士","272168"
"2023","112","0","New Taipei City","自學","4519"
"2023","112","0","New Taipei City","高中","322819"
"2023","112","0","New Taipei City","高職","694112"
"2023","112","1","板橋區","不識字","2200"
"2023","112","1","板橋區","二專","33518"
"2023","112","1","板橋區","五專前三年","2602"
"2023","112","1","板橋區","五專後二年","23908"
"2023","112","1","板橋區","博士","3095"
"2023","112","1","板橋區","國中","52925"
"2023","112","1","板橋區","國中(職業)","904"
"2023","112","1","板橋區","國小","41044"
"2023","112","1","板橋區","大學","152108"
"2023","112","1","板橋區","碩士","41030"
"2023","112","1","板橋區","自學","779"
"2023","112","1","板橋區","高中","42917"
"2023","112","1","板橋區","高職","88515"
"2023","112","2","三重區","不識字","1765"
"2023","112","2","三重區","二專","23528"
"2023","112","2","三重區","五專前三年","1190"
"2023","112","2","三重區","五專後二年","13845"
"2023","112","2","三重區","博士","1489"
"2023","112","2","三重區","國中","50178"
"2023","112","2","三重區","國中(職業)","659"
"2023","112","2","三重區","國小","30836"
"2023","112","2","三重區","大學","99395"
"2023","112","2","三重區","碩士","22075"
"2023","112","2","三重區","自學","469"
"2023","112","2","三重區","高中","29311"
"2023","112","2","三重區","高職","68096"
"2023","112","3","中和區","不識字","1447"
"2023","112","3","中和區","二專","27642"
"2023","112","3","中和區","五專前三年","1650"
"2023","112","3","中和區","五專後二年","19250"
"2023","112","3","中和區","博士","2443"
"2023","112","3","中和區","國中","37128"
"2023","112","3","中和區","國中(職業)","944"
"2023","112","3","中和區","國小","26504"
"2023","112","3","中和區","大學","117769"
"2023","112","3","中和區","碩士","30234"
"2023","112","3","中和區","自學","397"
"2023","112","3","中和區","高中","35009"
"2023","112","3","中和區","高職","67528"
"2023","112","4","永和區","不識字","502"
"2023","112","4","永和區","二專","14100"
"2023","112","4","永和區","五專前三年","617"
"2023","112","4","永和區","五專後二年","11328"
"2023","112","4","永和區","博士","2087"
"2023","112","4","永和區","國中","12736"
"2023","112","4","永和區","國中(職業)","635"
"2023","112","4","永和區","國小","10101"
"2023","112","4","永和區","大學","68766"
"2023","112","4","永和區","碩士","21010"
"2023","112","4","永和區","自學","227"
"2023","112","4","永和區","高中","18673"
"2023","112","4","永和區","高職","29848"
"2023","112","5","新莊區","不識字","1286"
"2023","112","5","新莊區","二專","26334"
"2023","112","5","新莊區","五專前三年","1846"
"2023","112","5","新莊區","五專後二年","15448"
"2023","112","5","新莊區","博士","1773"
"2023","112","5","新莊區","國中","46285"
"2023","112","5","新莊區","國中(職業)","448"
"2023","112","5","新莊區","國小","25890"
"2023","112","5","新莊區","大學","115011"
"2023","112","5","新莊區","碩士","26407"
"2023","112","5","新莊區","自學","284"
"2023","112","5","新莊區","高中","31623"
"2023","112","5","新莊區","高職","75394"
"2023","112","6","新店區","不識字","809"
"2023","112","6","新店區","二專","19261"
"2023","112","6","新店區","五專前三年","915"
"2023","112","6","新店區","五專後二年","16960"
"2023","112","6","新店區","博士","3280"
"2023","112","6","新店區","國中","22956"
"2023","112","6","新店區","國中(職業)","259"
"2023","112","6","新店區","國小","15051"
"2023","112","6","新店區","大學","96591"
"2023","112","6","新店區","碩士","27867"
"2023","112","6","新店區","自學","365"
"2023","112","6","新店區","高中","26959"
"2023","112","6","新店區","高職","46741"
"2023","112","7","土城區","不識字","553"
"2023","112","7","土城區","二專","10893"
"2023","112","7","土城區","五專前三年","815"
"2023","112","7","土城區","五專後二年","6098"
"2023","112","7","土城區","博士","756"
"2023","112","7","土城區","國中","20321"
"2023","112","7","土城區","國中(職業)","289"
"2023","112","7","土城區","國小","12972"
"2023","112","7","土城區","大學","46449"
"2023","112","7","土城區","碩士","9647"
"2023","112","7","土城區","自學","208"
"2023","112","7","土城區","高中","14554"
"2023","112","7","土城區","高職","35014"
"2023","112","8","蘆洲區","不識字","438"
"2023","112","8","蘆洲區","二專","4570"
"2023","112","8","蘆洲區","五專前三年","389"
"2023","112","8","蘆洲區","五專後二年","2810"
"2023","112","8","蘆洲區","博士","279"
"2023","112","8","蘆洲區","國中","11599"
"2023","112","8","蘆洲區","國中(職業)","68"
"2023","112","8","蘆洲區","國小","6805"
"2023","112","8","蘆洲區","大學","22161"
"2023","112","8","蘆洲區","碩士","4187"
"2023","112","8","蘆洲區","自學","100"
"2023","112","8","蘆洲區","高中","6316"
"2023","112","8","蘆洲區","高職","18495"
"2023","112","9","樹林區","不識字","536"
"2023","112","9","樹林區","二專","6123"
"2023","112","9","樹林區","五專前三年","604"
"2023","112","9","樹林區","五專後二年","4070"
"2023","112","9","樹林區","博士","653"
"2023","112","9","樹林區","國中","14705"
"2023","112","9","樹林區","國中(職業)","107"
"2023","112","9","樹林區","國小","7470"
"2023","112","9","樹林區","大學","28699"
"2023","112","9","樹林區","碩士","6508"
"2023","112","9","樹林區","自學","97"
"2023","112","9","樹林區","高中","8863"
"2023","112","9","樹林區","高職","22051"
"2023","112","10","鶯歌區","不識字","817"
"2023","112","10","鶯歌區","二專","11898"
"2023","112","10","鶯歌區","五專前三年","1190"
"2023","112","10","鶯歌區","五專後二年","9717"
"2023","112","10","鶯歌區","博士","2098"
"2023","112","10","鶯歌區","國中","17688"
"2023","112","10","鶯歌區","國中(職業)","119"
"2023","112","10","鶯歌區","國小","10218"
"2023","112","10","鶯歌區","大學","58951"
"2023","112","10","鶯歌區","碩士","15645"
"2023","112","10","鶯歌區","自學","168"
"2023","112","10","鶯歌區","高中","15551"
"2023","112","10","鶯歌區","高職","29627"
"2023","112","11","三峽區","不識字","771"
"2023","112","11","三峽區","二專","14775"
"2023","112","11","三峽區","五專前三年","804"
"2023","112","11","三峽區","五專後二年","10398"
"2023","112","11","三峽區","博士","1343"
"2023","112","11","三峽區","國中","19043"
"2023","112","11","三峽區","國中(職業)","189"
"2023","112","11","三峽區","國小","12489"
"2023","112","11","三峽區","大學","61388"
"2023","112","11","三峽區","碩士","14976"
"2023","112","11","三峽區","自學","182"
"2023","112","11","三峽區","高中","16313"
"2023","112","11","三峽區","高職","36927"
"2023","112","12","淡水區","不識字","685"
"2023","112","12","淡水區","二專","2061"
"2023","112","12","淡水區","五專前三年","198"
"2023","112","12","淡水區","五專後二年","978"
"2023","112","12","淡水區","博士","69"
"2023","112","12","淡水區","國中","6397"
"2023","112","12","淡水區","國中(職業)","34"
"2023","112","12","淡水區","國小","4789"
"2023","112","12","淡水區","大學","7051"
"2023","112","12","淡水區","碩士","1072"
"2023","112","12","淡水區","自學","126"
"2023","112","12","淡水區","高中","2161"
"2023","112","12","淡水區","高職","8568"
"2023","112","13","汐止區","不識字","836"
"2023","112","13","汐止區","二專","14908"
"2023","112","13","汐止區","五專前三年","1243"
"2023","112","13","汐止區","五專後二年","8933"
"2023","112","13","汐止區","博士","862"
"2023","112","13","汐止區","國中","28572"
"2023","112","13","汐止區","國中(職業)","270"
"2023","112","13","汐止區","國小","16061"
"2023","112","13","汐止區","大學","63485"
"2023","112","13","汐止區","碩士","13966"
"2023","112","13","汐止區","自學","229"
"2023","112","13","汐止區","高中","18516"
"2023","112","13","汐止區","高職","45081"
"2023","112","14","瑞芳區","不識字","675"
"2023","112","14","瑞芳區","二專","11722"
"2023","112","14","瑞芳區","五專前三年","815"
"2023","112","14","瑞芳區","五專後二年","7208"
"2023","112","14","瑞芳區","博士","549"
"2023","112","14","瑞芳區","國中","25999"
"2023","112","14","瑞芳區","國中(職業)","154"
"2023","112","14","瑞芳區","國小","13629"
"2023","112","14","瑞芳區","大學","53024"
"2023","112","14","瑞芳區","碩士","10190"
"2023","112","14","瑞芳區","自學","183"
"2023","112","14","瑞芳區","高中","16752"
"2023","112","14","瑞芳區","高職","35348"
"2023","112","15","五股區","不識字","363"
"2023","112","15","五股區","二專","5839"
"2023","112","15","五股區","五專前三年","422"
"2023","112","15","五股區","五專後二年","3023"
"2023","112","15","五股區","博士","240"
"2023","112","15","五股區","國中","11187"
"2023","112","15","五股區","國中(職業)","77"
"2023","112","15","五股區","國小","7012"
"2023","112","15","五股區","大學","23829"
"2023","112","15","五股區","碩士","3902"
"2023","112","15","五股區","自學","79"
"2023","112","15","五股區","高中","7136"
"2023","112","15","五股區","高職","19180"
"2023","112","16","泰山區","不識字","214"
"2023","112","16","泰山區","二專","5004"
"2023","112","16","泰山區","五專前三年","399"
"2023","112","16","泰山區","五專後二年","2932"
"2023","112","16","泰山區","博士","326"
"2023","112","16","泰山區","國中","8564"
"2023","112","16","泰山區","國中(職業)","119"
"2023","112","16","泰山區","國小","5073"
"2023","112","16","泰山區","大學","20060"
"2023","112","16","泰山區","碩士","4185"
"2023","112","16","泰山區","自學","79"
"2023","112","16","泰山區","高中","6580"
"2023","112","16","泰山區","高職","14283"
"2023","112","17","林口區","不識字","505"
"2023","112","17","林口區","二專","7483"
"2023","112","17","林口區","五專前三年","539"
"2023","112","17","林口區","五專後二年","6098"
"2023","112","17","林口區","博士","1441"
"2023","112","17","林口區","國中","7985"
"2023","112","17","林口區","國中(職業)","80"
"2023","112","17","林口區","國小","5759"
"2023","112","17","林口區","大學","40091"
"2023","112","17","林口區","碩士","12623"
"2023","112","17","林口區","自學","107"
"2023","112","17","林口區","高中","10124"
"2023","112","17","林口區","高職","16566"
"2023","112","18","八里區","不識字","111"
"2023","112","18","八里區","二專","1452"
"2023","112","18","八里區","五專前三年","79"
"2023","112","18","八里區","五專後二年","1110"
"2023","112","18","八里區","博士","176"
"2023","112","18","八里區","國中","2355"
"2023","112","18","八里區","國中(職業)","12"
"2023","112","18","八里區","國小","2004"
"2023","112","18","八里區","大學","6555"
"2023","112","18","八里區","碩士","1341"
"2023","112","18","八里區","自學","37"
"2023","112","18","八里區","高中","2094"
"2023","112","18","八里區","高職","4358"
"2023","112","19","深坑區","不識字","106"
"2023","112","19","深坑區","二專","361"
"2023","112","19","深坑區","五專前三年","32"
"2023","112","19","深坑區","五專後二年","189"
"2023","112","19","深坑區","博士","29"
"2023","112","19","深坑區","國中","1207"
"2023","112","19","深坑區","國中(職業)","10"
"2023","112","19","深坑區","國小","1163"
"2023","112","19","深坑區","大學","1363"
"2023","112","19","深坑區","碩士","231"
"2023","112","19","深坑區","自學","28"
"2023","112","19","深坑區","高中","534"
"2023","112","19","深坑區","高職","1502"
"2023","112","20","石碇區","不識字","143"
"2023","112","20","石碇區","二專","248"
"2023","112","20","石碇區","五專前三年","18"
"2023","112","20","石碇區","五專後二年","195"
"2023","112","20","石碇區","博士","20"
"2023","112","20","石碇區","國中","978"
"2023","112","20","石碇區","國中(職業)","9"
"2023","112","20","石碇區","國小","1172"
"2023","112","20","石碇區","大學","1143"
"2023","112","20","石碇區","碩士","214"
"2023","112","20","石碇區","自學","25"
"2023","112","20","石碇區","高中","574"
"2023","112","20","石碇區","高職","1322"
"2023","112","21","坪林區","不識字","363"
"2023","112","21","坪林區","二專","1134"
"2023","112","21","坪林區","五專前三年","209"
"2023","112","21","坪林區","五專後二年","805"
"2023","112","21","坪林區","博士","83"
"2023","112","21","坪林區","國中","3711"
"2023","112","21","坪林區","國中(職業)","13"
"2023","112","21","坪林區","國小","2052"
"2023","112","21","坪林區","大學","4764"
"2023","112","21","坪林區","碩士","805"
"2023","112","21","坪林區","自學","71"
"2023","112","21","坪林區","高中","1790"
"2023","112","21","坪林區","高職","4615"
"2023","112","22","三芝區","不識字","35"
"2023","112","22","三芝區","二專","458"
"2023","112","22","三芝區","五專前三年","80"
"2023","112","22","三芝區","五專後二年","279"
"2023","112","22","三芝區","博士","10"
"2023","112","22","三芝區","國中","1944"
"2023","112","22","三芝區","國中(職業)","2"
"2023","112","22","三芝區","國小","1432"
"2023","112","22","三芝區","大學","2204"
"2023","112","22","三芝區","碩士","278"
"2023","112","22","三芝區","自學","13"
"2023","112","22","三芝區","高中","878"
"2023","112","22","三芝區","高職","2403"
"2023","112","23","石門區","不識字","271"
"2023","112","23","石門區","二專","2741"
"2023","112","23","石門區","五專前三年","300"
"2023","112","23","石門區","五專後二年","2028"
"2023","112","23","石門區","博士","139"
"2023","112","23","石門區","國中","5354"
"2023","112","23","石門區","國中(職業)","25"
"2023","112","23","石門區","國小","2875"
"2023","112","23","石門區","大學","10082"
"2023","112","23","石門區","碩士","1813"
"2023","112","23","石門區","自學","44"
"2023","112","23","石門區","高中","3652"
"2023","112","23","石門區","高職","8204"
"2023","112","24","金山區","不識字","154"
"2023","112","24","金山區","二專","194"
"2023","112","24","金山區","五專前三年","25"
"2023","112","24","金山區","五專後二年","138"
"2023","112","24","金山區","博士","4"
"2023","112","24","金山區","國中","952"
"2023","112","24","金山區","國中(職業)","2"
"2023","112","24","金山區","國小","675"
"2023","112","24","金山區","大學","492"
"2023","112","24","金山區","碩士","76"
"2023","112","24","金山區","自學","8"
"2023","112","24","金山區","高中","330"
"2023","112","24","金山區","高職","922"
"2023","112","25","萬里區","不識字","361"
"2023","112","25","萬里區","二專","355"
"2023","112","25","萬里區","五專前三年","42"
"2023","112","25","萬里區","五專後二年","201"
"2023","112","25","萬里區","博士","16"
"2023","112","25","萬里區","國中","1566"
"2023","112","25","萬里區","國中(職業)","3"
"2023","112","25","萬里區","國小","1311"
"2023","112","25","萬里區","大學","1313"
"2023","112","25","萬里區","碩士","222"
"2023","112","25","萬里區","自學","40"
"2023","112","25","萬里區","高中","624"
"2023","112","25","萬里區","高職","1419"
"2023","112","26","平溪區","不識字","398"
"2023","112","26","平溪區","二專","534"
"2023","112","26","平溪區","五專前三年","51"
"2023","112","26","平溪區","五專後二年","253"
"2023","112","26","平溪區","博士","14"
"2023","112","26","平溪區","國中","2284"
"2023","112","26","平溪區","國中(職業)","13"
"2023","112","26","平溪區","國小","1845"
"2023","112","26","平溪區","大學","1821"
"2023","112","26","平溪區","碩士","227"
"2023","112","26","平溪區","自學","29"
"2023","112","26","平溪區","高中","877"
"2023","112","26","平溪區","高職","2140"
"2023","112","27","雙溪區","不識字","372"
"2023","112","27","雙溪區","二專","1112"
"2023","112","27","雙溪區","五專前三年","100"
"2023","112","27","雙溪區","五專後二年","480"
"2023","112","27","雙溪區","博士","42"
"2023","112","27","雙溪區","國中","3480"
"2023","112","27","雙溪區","國中(職業)","11"
"2023","112","27","雙溪區","國小","2778"
"2023","112","27","雙溪區","大學","4090"
"2023","112","27","雙溪區","碩士","635"
"2023","112","27","雙溪區","自學","76"
"2023","112","27","雙溪區","高中","1462"
"2023","112","27","雙溪區","高職","4155"
"2023","112","28","貢寮區","不識字","324"
"2023","112","28","貢寮區","二專","1040"
"2023","112","28","貢寮區","五專前三年","122"
"2023","112","28","貢寮區","五專後二年","598"
"2023","112","28","貢寮區","博士","31"
"2023","112","28","貢寮區","國中","3401"
"2023","112","28","貢寮區","國中(職業)","20"
"2023","112","28","貢寮區","國小","2740"
"2023","112","28","貢寮區","大學","3935"
"2023","112","28","貢寮區","碩士","592"
"2023","112","28","貢寮區","自學","65"
"2023","112","28","貢寮區","高中","2046"
"2023","112","28","貢寮區","高職","4347"
"2023","112","29","烏來區","不識字","7"
"2023","112","29","烏來區","二專","300"
"2023","112","29","烏來區","五專前三年","48"
"2023","112","29","烏來區","五專後二年","227"
"2023","112","29","烏來區","博士","22"
"2023","112","29","烏來區","國中","753"
"2023","112","29","烏來區","國中(職業)","14"
"2023","112","29","烏來區","國小","507"
"2023","112","29","烏來區","大學","1308"
"2023","112","29","烏來區","碩士","210"
"2023","112","29","烏來區","自學","4"
"2023","112","29","烏來區","高中","600"
"2023","112","29","烏來區","高職","1463"
"2024","113","0","New Taipei City","不識字","15623"
"2024","113","0","New Taipei City","二專","249543"
"2024","113","0","New Taipei City","五專前三年","16278"
"2024","113","0","New Taipei City","五專後二年","170698"
"2024","113","0","New Taipei City","博士","24490"
"2024","113","0","New Taipei City","國中","416591"
"2024","113","0","New Taipei City","國中(職業)","5277"
"2024","113","0","New Taipei City","國小","261530"
"2024","113","0","New Taipei City","大學","1139645"
"2024","113","0","New Taipei City","碩士","284979"
"2024","113","0","New Taipei City","自學","4211"
"2024","113","0","New Taipei City","高中","321979"
"2024","113","0","New Taipei City","高職","691063"
"2024","113","1","板橋區","不識字","2018"
"2024","113","1","板橋區","二專","33226"
"2024","113","1","板橋區","五專前三年","2420"
"2024","113","1","板橋區","五專後二年","24029"
"2024","113","1","板橋區","博士","3243"
"2024","113","1","板橋區","國中","52140"
"2024","113","1","板橋區","國中(職業)","854"
"2024","113","1","板橋區","國小","39427"
"2024","113","1","板橋區","大學","155259"
"2024","113","1","板橋區","碩士","42907"
"2024","113","1","板橋區","自學","733"
"2024","113","1","板橋區","高中","42560"
"2024","113","1","板橋區","高職","87853"
"2024","113","2","三重區","不識字","1610"
"2024","113","2","三重區","二專","23541"
"2024","113","2","三重區","五專前三年","1105"
"2024","113","2","三重區","五專後二年","13941"
"2024","113","2","三重區","博士","1575"
"2024","113","2","三重區","國中","49412"
"2024","113","2","三重區","國中(職業)","635"
"2024","113","2","三重區","國小","29534"
"2024","113","2","三重區","大學","101983"
"2024","113","2","三重區","碩士","23414"
"2024","113","2","三重區","自學","431"
"2024","113","2","三重區","高中","29130"
"2024","113","2","三重區","高職","67873"
"2024","113","3","中和區","不識字","1326"
"2024","113","3","中和區","二專","27565"
"2024","113","3","中和區","五專前三年","1525"
"2024","113","3","中和區","五專後二年","19246"
"2024","113","3","中和區","博士","2564"
"2024","113","3","中和區","國中","36518"
"2024","113","3","中和區","國中(職業)","901"
"2024","113","3","中和區","國小","25488"
"2024","113","3","中和區","大學","119826"
"2024","113","3","中和區","碩士","31139"
"2024","113","3","中和區","自學","369"
"2024","113","3","中和區","高中","34956"
"2024","113","3","中和區","高職","66869"
"2024","113","4","永和區","不識字","460"
"2024","113","4","永和區","二專","13968"
"2024","113","4","永和區","五專前三年","581"
"2024","113","4","永和區","五專後二年","11195"
"2024","113","4","永和區","博士","2143"
"2024","113","4","永和區","國中","12452"
"2024","113","4","永和區","國中(職業)","615"
"2024","113","4","永和區","國小","9658"
"2024","113","4","永和區","大學","69121"
"2024","113","4","永和區","碩士","21635"
"2024","113","4","永和區","自學","201"
"2024","113","4","永和區","高中","18429"
"2024","113","4","永和區","高職","29520"
"2024","113","5","新莊區","不識字","1178"
"2024","113","5","新莊區","二專","26229"
"2024","113","5","新莊區","五專前三年","1723"
"2024","113","5","新莊區","五專後二年","15636"
"2024","113","5","新莊區","博士","1831"
"2024","113","5","新莊區","國中","45568"
"2024","113","5","新莊區","國中(職業)","436"
"2024","113","5","新莊區","國小","24879"
"2024","113","5","新莊區","大學","117493"
"2024","113","5","新莊區","碩士","27628"
"2024","113","5","新莊區","自學","268"
"2024","113","5","新莊區","高中","31492"
"2024","113","5","新莊區","高職","74754"
"2024","113","6","新店區","不識字","739"
"2024","113","6","新店區","二專","19248"
"2024","113","6","新店區","五專前三年","902"
"2024","113","6","新店區","五專後二年","16983"
"2024","113","6","新店區","博士","3456"
"2024","113","6","新店區","國中","22711"
"2024","113","6","新店區","國中(職業)","248"
"2024","113","6","新店區","國小","14317"
"2024","113","6","新店區","大學","98616"
"2024","113","6","新店區","碩士","29150"
"2024","113","6","新店區","自學","337"
"2024","113","6","新店區","高中","26911"
"2024","113","6","新店區","高職","46649"
"2024","113","7","土城區","不識字","509"
"2024","113","7","土城區","二專","10793"
"2024","113","7","土城區","五專前三年","763"
"2024","113","7","土城區","五專後二年","6120"
"2024","113","7","土城區","博士","767"
"2024","113","7","土城區","國中","20057"
"2024","113","7","土城區","國中(職業)","283"
"2024","113","7","土城區","國小","12412"
"2024","113","7","土城區","大學","46955"
"2024","113","7","土城區","碩士","9888"
"2024","113","7","土城區","自學","193"
"2024","113","7","土城區","高中","14463"
"2024","113","7","土城區","高職","34592"
"2024","113","8","蘆洲區","不識字","407"
"2024","113","8","蘆洲區","二專","4586"
"2024","113","8","蘆洲區","五專前三年","369"
"2024","113","8","蘆洲區","五專後二年","2841"
"2024","113","8","蘆洲區","博士","290"
"2024","113","8","蘆洲區","國中","11398"
"2024","113","8","蘆洲區","國中(職業)","64"
"2024","113","8","蘆洲區","國小","6506"
"2024","113","8","蘆洲區","大學","22838"
"2024","113","8","蘆洲區","碩士","4437"
"2024","113","8","蘆洲區","自學","91"
"2024","113","8","蘆洲區","高中","6351"
"2024","113","8","蘆洲區","高職","18490"
"2024","113","9","樹林區","不識字","491"
"2024","113","9","樹林區","二專","6118"
"2024","113","9","樹林區","五專前三年","569"
"2024","113","9","樹林區","五專後二年","4104"
"2024","113","9","樹林區","博士","676"
"2024","113","9","樹林區","國中","14500"
"2024","113","9","樹林區","國中(職業)","101"
"2024","113","9","樹林區","國小","7126"
"2024","113","9","樹林區","大學","29259"
"2024","113","9","樹林區","碩士","6798"
"2024","113","9","樹林區","自學","93"
"2024","113","9","樹林區","高中","8834"
"2024","113","9","樹林區","高職","22022"
"2024","113","10","鶯歌區","不識字","751"
"2024","113","10","鶯歌區","二專","12304"
"2024","113","10","鶯歌區","五專前三年","1141"
"2024","113","10","鶯歌區","五專後二年","10095"
"2024","113","10","鶯歌區","博士","2212"
"2024","113","10","鶯歌區","國中","17892"
"2024","113","10","鶯歌區","國中(職業)","121"
"2024","113","10","鶯歌區","國小","9906"
"2024","113","10","鶯歌區","大學","62334"
"2024","113","10","鶯歌區","碩士","16930"
"2024","113","10","鶯歌區","自學","155"
"2024","113","10","鶯歌區","高中","15886"
"2024","113","10","鶯歌區","高職","30290"
"2024","113","11","三峽區","不識字","701"
"2024","113","11","三峽區","二專","15048"
"2024","113","11","三峽區","五專前三年","751"
"2024","113","11","三峽區","五專後二年","10515"
"2024","113","11","三峽區","博士","1415"
"2024","113","11","三峽區","國中","18734"
"2024","113","11","三峽區","國中(職業)","182"
"2024","113","11","三峽區","國小","11942"
"2024","113","11","三峽區","大學","63092"
"2024","113","11","三峽區","碩士","15814"
"2024","113","11","三峽區","自學","169"
"2024","113","11","三峽區","高中","16409"
"2024","113","11","三峽區","高職","36827"
"2024","113","12","淡水區","不識字","617"
"2024","113","12","淡水區","二專","2026"
"2024","113","12","淡水區","五專前三年","175"
"2024","113","12","淡水區","五專後二年","982"
"2024","113","12","淡水區","博士","72"
"2024","113","12","淡水區","國中","6219"
"2024","113","12","淡水區","國中(職業)","34"
"2024","113","12","淡水區","國小","4552"
"2024","113","12","淡水區","大學","7047"
"2024","113","12","淡水區","碩士","1095"
"2024","113","12","淡水區","自學","119"
"2024","113","12","淡水區","高中","2139"
"2024","113","12","淡水區","高職","8444"
"2024","113","13","汐止區","不識字","779"
"2024","113","13","汐止區","二專","14823"
"2024","113","13","汐止區","五專前三年","1216"
"2024","113","13","汐止區","五專後二年","8935"
"2024","113","13","汐止區","博士","912"
"2024","113","13","汐止區","國中","28237"
"2024","113","13","汐止區","國中(職業)","261"
"2024","113","13","汐止區","國小","15590"
"2024","113","13","汐止區","大學","64992"
"2024","113","13","汐止區","碩士","14710"
"2024","113","13","汐止區","自學","216"
"2024","113","13","汐止區","高中","18359"
"2024","113","13","汐止區","高職","44803"
"2024","113","14","瑞芳區","不識字","619"
"2024","113","14","瑞芳區","二專","11661"
"2024","113","14","瑞芳區","五專前三年","736"
"2024","113","14","瑞芳區","五專後二年","7219"
"2024","113","14","瑞芳區","博士","577"
"2024","113","14","瑞芳區","國中","25559"
"2024","113","14","瑞芳區","國中(職業)","148"
"2024","113","14","瑞芳區","國小","13174"
"2024","113","14","瑞芳區","大學","53608"
"2024","113","14","瑞芳區","碩士","10521"
"2024","113","14","瑞芳區","自學","174"
"2024","113","14","瑞芳區","高中","16568"
"2024","113","14","瑞芳區","高職","35049"
"2024","113","15","五股區","不識字","343"
"2024","113","15","五股區","二專","5900"
"2024","113","15","五股區","五專前三年","404"
"2024","113","15","五股區","五專後二年","3085"
"2024","113","15","五股區","博士","257"
"2024","113","15","五股區","國中","11145"
"2024","113","15","五股區","國中(職業)","72"
"2024","113","15","五股區","國小","6790"
"2024","113","15","五股區","大學","24863"
"2024","113","15","五股區","碩士","4156"
"2024","113","15","五股區","自學","74"
"2024","113","15","五股區","高中","7151"
"2024","113","15","五股區","高職","19334"
"2024","113","16","泰山區","不識字","198"
"2024","113","16","泰山區","二專","5005"
"2024","113","16","泰山區","五專前三年","367"
"2024","113","16","泰山區","五專後二年","2955"
"2024","113","16","泰山區","博士","346"
"2024","113","16","泰山區","國中","8469"
"2024","113","16","泰山區","國中(職業)","113"
"2024","113","16","泰山區","國小","4884"
"2024","113","16","泰山區","大學","20666"
"2024","113","16","泰山區","碩士","4424"
"2024","113","16","泰山區","自學","73"
"2024","113","16","泰山區","高中","6571"
"2024","113","16","泰山區","高職","14219"
"2024","113","17","林口區","不識字","461"
"2024","113","17","林口區","二專","7547"
"2024","113","17","林口區","五專前三年","524"
"2024","113","17","林口區","五專後二年","6220"
"2024","113","17","林口區","博士","1544"
"2024","113","17","林口區","國中","7969"
"2024","113","17","林口區","國中(職業)","83"
"2024","113","17","林口區","國小","5613"
"2024","113","17","林口區","大學","41879"
"2024","113","17","林口區","碩士","13446"
"2024","113","17","林口區","自學","101"
"2024","113","17","林口區","高中","10373"
"2024","113","17","林口區","高職","16606"
"2024","113","18","八里區","不識字","99"
"2024","113","18","八里區","二專","1464"
"2024","113","18","八里區","五專前三年","74"
"2024","113","18","八里區","五專後二年","1118"
"2024","113","18","八里區","博士","178"
"2024","113","18","八里區","國中","2304"
"2024","113","18","八里區","國中(職業)","12"
"2024","113","18","八里區","國小","1951"
"2024","113","18","八里區","大學","6691"
"2024","113","18","八里區","碩士","1385"
"2024","113","18","八里區","自學","33"
"2024","113","18","八里區","高中","2081"
"2024","113","18","八里區","高職","4336"
"2024","113","19","深坑區","不識字","96"
"2024","113","19","深坑區","二專","351"
"2024","113","19","深坑區","五專前三年","26"
"2024","113","19","深坑區","五專後二年","189"
"2024","113","19","深坑區","博士","30"
"2024","113","19","深坑區","國中","1206"
"2024","113","19","深坑區","國中(職業)","10"
"2024","113","19","深坑區","國小","1097"
"2024","113","19","深坑區","大學","1396"
"2024","113","19","深坑區","碩士","236"
"2024","113","19","深坑區","自學","28"
"2024","113","19","深坑區","高中","512"
"2024","113","19","深坑區","高職","1494"
"2024","113","20","石碇區","不識字","133"
"2024","113","20","石碇區","二專","251"
"2024","113","20","石碇區","五專前三年","14"
"2024","113","20","石碇區","五專後二年","197"
"2024","113","20","石碇區","博士","19"
"2024","113","20","石碇區","國中","956"
"2024","113","20","石碇區","國中(職業)","10"
"2024","113","20","石碇區","國小","1121"
"2024","113","20","石碇區","大學","1157"
"2024","113","20","石碇區","碩士","215"
"2024","113","20","石碇區","自學","22"
"2024","113","20","石碇區","高中","567"
"2024","113","20","石碇區","高職","1303"
"2024","113","21","坪林區","不識字","327"
"2024","113","21","坪林區","二專","1139"
"2024","113","21","坪林區","五專前三年","195"
"2024","113","21","坪林區","五專後二年","824"
"2024","113","21","坪林區","博士","90"
"2024","113","21","坪林區","國中","3677"
"2024","113","21","坪林區","國中(職業)","13"
"2024","113","21","坪林區","國小","1978"
"2024","113","21","坪林區","大學","4841"
"2024","113","21","坪林區","碩士","837"
"2024","113","21","坪林區","自學","64"
"2024","113","21","坪林區","高中","1798"
"2024","113","21","坪林區","高職","4646"
"2024","113","22","三芝區","不識字","33"
"2024","113","22","三芝區","二專","445"
"2024","113","22","三芝區","五專前三年","70"
"2024","113","22","三芝區","五專後二年","274"
"2024","113","22","三芝區","博士","11"
"2024","113","22","三芝區","國中","1896"
"2024","113","22","三芝區","國中(職業)","1"
"2024","113","22","三芝區","國小","1342"
"2024","113","22","三芝區","大學","2155"
"2024","113","22","三芝區","碩士","277"
"2024","113","22","三芝區","自學","12"
"2024","113","22","三芝區","高中","876"
"2024","113","22","三芝區","高職","2350"
