民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,主題,機關,資料集,標籤欄,數值欄序號,欄位名稱待補,人數
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue3,是（欄位說明僅存於新北市統計年報）,3610252.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,750977.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,298241.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,337769.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,305353.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,310135.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,333288.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,321813.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,291676.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue3,是（欄位說明僅存於新北市統計年報）,205387.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue4,是（欄位說明僅存於新北市統計年報）,1820848.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,390219.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,153562.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,173142.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,155099.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,153921.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,161194.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,156237.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,142640.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue4,是（欄位說明僅存於新北市統計年報）,101427.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue5,是（欄位說明僅存於新北市統計年報）,1789404.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,360758.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,144679.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,164627.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,150254.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,156214.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,172094.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,165576.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,149036.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue5,是（欄位說明僅存於新北市統計年報）,103960.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue6,是（欄位說明僅存於新北市統計年報）,1785801.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,750974.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,296476.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,311912.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,196083.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,96232.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,52125.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,30467.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,18832.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue6,是（欄位說明僅存於新北市統計年報）,9976.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue7,是（欄位說明僅存於新北市統計年報）,959551.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,390219.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,153264.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,166556.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,114528.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,58819.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,30425.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,16902.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,9482.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue7,是（欄位說明僅存於新北市統計年報）,4556.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue8,是（欄位說明僅存於新北市統計年報）,826250.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,360755.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,143212.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,145356.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,81555.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,37413.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,21700.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,13565.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,9350.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue8,是（欄位說明僅存於新北市統計年報）,5420.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue9,是（欄位說明僅存於新北市統計年報）,1563596.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,3.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  15~19歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,1649.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  20~24歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,23018.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  25~29歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,99874.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  30~34歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,195825.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  35~39歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,254495.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  40~44歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,258408.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  45~49歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,238391.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  50~54歲,itemvalue9,是（欄位說明僅存於新北市統計年報）,168617.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  總計,itemvalue10,是（欄位說明僅存於新北市統計年報）,773567.0
90,,,,,,,欄位未定義,0.0,,人口,新北市政府主計處,現住人口之婚姻狀況─按年齡別分,2001 |  未滿15歲,itemvalue10,是（欄位說明僅存於新北市統計年報）,0.0
