民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
109,,19,深坑區,,,,無年齡維度,0.0,女,不識字,未分,143
109,,19,深坑區,,,,無年齡維度,0.0,女,二專,畢業,148
109,,19,深坑區,,,,無年齡維度,0.0,女,二專,肄業,28
109,,19,深坑區,,,,無年齡維度,0.0,女,五專前三年,肄業,23
109,,19,深坑區,,,,無年齡維度,0.0,女,五專後二年,畢業,78
109,,19,深坑區,,,,無年齡維度,0.0,女,五專後二年,肄業,5
109,,19,深坑區,,,,無年齡維度,0.0,女,博士,畢業,5
109,,19,深坑區,,,,無年齡維度,0.0,女,博士,肄業,1
109,,19,深坑區,,,,無年齡維度,0.0,女,國中,畢業,416
109,,19,深坑區,,,,無年齡維度,0.0,女,國中,肄業,51
109,,19,深坑區,,,,無年齡維度,0.0,女,國中(職業),畢業,3
109,,19,深坑區,,,,無年齡維度,0.0,女,國中(職業),肄業,2
109,,19,深坑區,,,,無年齡維度,0.0,女,國小,畢業,558
109,,19,深坑區,,,,無年齡維度,0.0,女,國小,肄業,98
109,,19,深坑區,,,,無年齡維度,0.0,女,大學,畢業,496
109,,19,深坑區,,,,無年齡維度,0.0,女,大學,肄業,184
109,,19,深坑區,,,,無年齡維度,0.0,女,碩士,畢業,55
109,,19,深坑區,,,,無年齡維度,0.0,女,碩士,肄業,21
109,,19,深坑區,,,,無年齡維度,0.0,女,自學,未分,18
109,,19,深坑區,,,,無年齡維度,0.0,女,高中,畢業,152
109,,19,深坑區,,,,無年齡維度,0.0,女,高中,肄業,92
109,,19,深坑區,,,,無年齡維度,0.0,女,高職,畢業,483
109,,19,深坑區,,,,無年齡維度,0.0,女,高職,肄業,131
109,,19,深坑區,,,,無年齡維度,0.0,男,不識字,未分,16
109,,19,深坑區,,,,無年齡維度,0.0,男,二專,畢業,147
109,,19,深坑區,,,,無年齡維度,0.0,男,二專,肄業,36
109,,19,深坑區,,,,無年齡維度,0.0,男,五專前三年,肄業,11
109,,19,深坑區,,,,無年齡維度,0.0,男,五專後二年,畢業,102
109,,19,深坑區,,,,無年齡維度,0.0,男,五專後二年,肄業,16
109,,19,深坑區,,,,無年齡維度,0.0,男,博士,畢業,10
109,,19,深坑區,,,,無年齡維度,0.0,男,博士,肄業,5
109,,19,深坑區,,,,無年齡維度,0.0,男,國中,畢業,720
109,,19,深坑區,,,,無年齡維度,0.0,男,國中,肄業,101
109,,19,深坑區,,,,無年齡維度,0.0,男,國中(職業),畢業,7
109,,19,深坑區,,,,無年齡維度,0.0,男,國中(職業),肄業,1
109,,19,深坑區,,,,無年齡維度,0.0,男,國小,畢業,598
109,,19,深坑區,,,,無年齡維度,0.0,男,國小,肄業,54
109,,19,深坑區,,,,無年齡維度,0.0,男,大學,畢業,425
109,,19,深坑區,,,,無年齡維度,0.0,男,大學,肄業,191
109,,19,深坑區,,,,無年齡維度,0.0,男,碩士,畢業,97
109,,19,深坑區,,,,無年齡維度,0.0,男,碩士,肄業,34
109,,19,深坑區,,,,無年齡維度,0.0,男,自學,未分,16
109,,19,深坑區,,,,無年齡維度,0.0,男,高中,畢業,227
109,,19,深坑區,,,,無年齡維度,0.0,男,高中,肄業,75
109,,19,深坑區,,,,無年齡維度,0.0,男,高職,畢業,704
109,,19,深坑區,,,,無年齡維度,0.0,男,高職,肄業,252
