"district_code","district","year","month","period","series","people","lower","upper"
"25","萬里區","2024","5","2024-05","actual","12","",""
"25","萬里區","2024","6","2024-06","actual","11","",""
"25","萬里區","2024","7","2024-07","actual","9","",""
"25","萬里區","2024","9","2024-09","actual","11","",""
"25","萬里區","2024","10","2024-10","actual","10","",""
"25","萬里區","2024","11","2024-11","actual","12","",""
"25","萬里區","2024","12","2024-12","actual","11","",""
"25","萬里區","2025","1","2025-01","actual","20","",""
"25","萬里區","2025","2","2025-02","actual","19","",""
"25","萬里區","2025","3","2025-03","actual","31","",""
"25","萬里區","2025","4","2025-04","actual","9","",""
"25","萬里區","2025","5","2025-05","actual","20","",""
"25","萬里區","2025","6","2025-06","actual","11","",""
"25","萬里區","2025","7","2025-07","actual","6","",""
"25","萬里區","2025","8","2025-08","actual","14","",""
"25","萬里區","2025","9","2025-09","actual","7","",""
"25","萬里區","2025","10","2025-10","actual","7","",""
"25","萬里區","2025","11","2025-11","actual","6","",""
"25","萬里區","2025","12","2025-12","actual","11","",""
"25","萬里區","2026","1","2026-01","forecast","11","1","21"
"25","萬里區","2026","2","2026-02","forecast","16","6","26"
"25","萬里區","2026","3","2026-03","forecast","22","12","32"
"25","萬里區","2026","4","2026-04","forecast","11","1","21"
"25","萬里區","2026","5","2026-05","forecast","16","6","26"
"25","萬里區","2026","6","2026-06","forecast","11","1","21"
"25","萬里區","2026","7","2026-07","forecast","8","0","18"
"25","萬里區","2026","8","2026-08","forecast","13","3","23"
"25","萬里區","2026","9","2026-09","forecast","9","0","19"
"25","萬里區","2026","10","2026-10","forecast","10","0","20"
"25","萬里區","2026","11","2026-11","forecast","10","0","20"
"25","萬里區","2026","12","2026-12","forecast","9","0","19"
"26","平溪區","2023","1","2023-01","actual","18","",""
"26","平溪區","2023","2","2023-02","actual","9","",""
"26","平溪區","2023","3","2023-03","actual","12","",""
"26","平溪區","2023","4","2023-04","actual","13","",""
"26","平溪區","2023","5","2023-05","actual","19","",""
"26","平溪區","2023","6","2023-06","actual","15","",""
"26","平溪區","2023","7","2023-07","actual","9","",""
"26","平溪區","2023","8","2023-08","actual","8","",""
"26","平溪區","2023","9","2023-09","actual","15","",""
"26","平溪區","2023","10","2023-10","actual","12","",""
"26","平溪區","2023","11","2023-11","actual","10","",""
"26","平溪區","2023","12","2023-12","actual","10","",""
"26","平溪區","2024","1","2024-01","actual","9","",""
"26","平溪區","2024","2","2024-02","actual","7","",""
"26","平溪區","2024","3","2024-03","actual","20","",""
"26","平溪區","2024","4","2024-04","actual","13","",""
"26","平溪區","2024","5","2024-05","actual","14","",""
"26","平溪區","2024","6","2024-06","actual","10","",""
"26","平溪區","2024","7","2024-07","actual","10","",""
"26","平溪區","2024","9","2024-09","actual","4","",""
"26","平溪區","2024","10","2024-10","actual","15","",""
"26","平溪區","2024","11","2024-11","actual","9","",""
"26","平溪區","2024","12","2024-12","actual","13","",""
"26","平溪區","2025","1","2025-01","actual","11","",""
"26","平溪區","2025","2","2025-02","actual","22","",""
"26","平溪區","2025","3","2025-03","actual","26","",""
"26","平溪區","2025","4","2025-04","actual","12","",""
"26","平溪區","2025","5","2025-05","actual","17","",""
"26","平溪區","2025","6","2025-06","actual","1","",""
"26","平溪區","2025","7","2025-07","actual","8","",""
"26","平溪區","2025","8","2025-08","actual","9","",""
"26","平溪區","2025","9","2025-09","actual","5","",""
"26","平溪區","2025","10","2025-10","actual","12","",""
"26","平溪區","2025","11","2025-11","actual","4","",""
"26","平溪區","2025","12","2025-12","actual","7","",""
"26","平溪區","2026","1","2026-01","forecast","12","3","21"
"26","平溪區","2026","2","2026-02","forecast","12","3","21"
"26","平溪區","2026","3","2026-03","forecast","19","10","28"
"26","平溪區","2026","4","2026-04","forecast","12","3","21"
"26","平溪區","2026","5","2026-05","forecast","16","7","25"
"26","平溪區","2026","6","2026-06","forecast","8","0","17"
"26","平溪區","2026","7","2026-07","forecast","9","0","18"
"26","平溪區","2026","8","2026-08","forecast","8","0","17"
"26","平溪區","2026","9","2026-09","forecast","7","0","16"
"26","平溪區","2026","10","2026-10","forecast","12","3","21"
"26","平溪區","2026","11","2026-11","forecast","7","0","16"
"26","平溪區","2026","12","2026-12","forecast","10","1","19"
"27","雙溪區","2023","1","2023-01","actual","22","",""
"27","雙溪區","2023","2","2023-02","actual","24","",""
"27","雙溪區","2023","3","2023-03","actual","9","",""
"27","雙溪區","2023","4","2023-04","actual","20","",""
"27","雙溪區","2023","5","2023-05","actual","14","",""
"27","雙溪區","2023","6","2023-06","actual","13","",""
"27","雙溪區","2023","7","2023-07","actual","24","",""
"27","雙溪區","2023","8","2023-08","actual","21","",""
"27","雙溪區","2023","9","2023-09","actual","24","",""
"27","雙溪區","2023","10","2023-10","actual","18","",""
"27","雙溪區","2023","11","2023-11","actual","16","",""
"27","雙溪區","2023","12","2023-12","actual","20","",""
"27","雙溪區","2024","1","2024-01","actual","24","",""
"27","雙溪區","2024","2","2024-02","actual","21","",""
"27","雙溪區","2024","3","2024-03","actual","25","",""
"27","雙溪區","2024","4","2024-04","actual","13","",""
"27","雙溪區","2024","5","2024-05","actual","25","",""
"27","雙溪區","2024","6","2024-06","actual","19","",""
"27","雙溪區","2024","7","2024-07","actual","27","",""
"27","雙溪區","2024","9","2024-09","actual","36","",""
"27","雙溪區","2024","10","2024-10","actual","23","",""
"27","雙溪區","2024","11","2024-11","actual","16","",""
"27","雙溪區","2024","12","2024-12","actual","20","",""
"27","雙溪區","2025","1","2025-01","actual","17","",""
"27","雙溪區","2025","2","2025-02","actual","42","",""
"27","雙溪區","2025","3","2025-03","actual","65","",""
"27","雙溪區","2025","4","2025-04","actual","26","",""
"27","雙溪區","2025","5","2025-05","actual","43","",""
"27","雙溪區","2025","6","2025-06","actual","13","",""
"27","雙溪區","2025","7","2025-07","actual","17","",""
"27","雙溪區","2025","8","2025-08","actual","9","",""
"27","雙溪區","2025","9","2025-09","actual","13","",""
"27","雙溪區","2025","10","2025-10","actual","17","",""
"27","雙溪區","2025","11","2025-11","actual","10","",""
"27","雙溪區","2025","12","2025-12","actual","37","",""
"27","雙溪區","2026","1","2026-01","forecast","25","1","49"
"27","雙溪區","2026","2","2026-02","forecast","33","9","57"
"27","雙溪區","2026","3","2026-03","forecast","35","11","59"
"27","雙溪區","2026","4","2026-04","forecast","23","0","47"
"27","雙溪區","2026","5","2026-05","forecast","30","6","54"
"27","雙溪區","2026","6","2026-06","forecast","18","0","42"
"27","雙溪區","2026","7","2026-07","forecast","27","3","51"
"27","雙溪區","2026","8","2026-08","forecast","19","0","43"
"27","雙溪區","2026","9","2026-09","forecast","29","5","53"
"27","雙溪區","2026","10","2026-10","forecast","23","0","47"
"27","雙溪區","2026","11","2026-11","forecast","17","0","41"
"27","雙溪區","2026","12","2026-12","forecast","29","5","53"
"28","貢寮區","2023","1","2023-01","actual","13","",""
"28","貢寮區","2023","2","2023-02","actual","19","",""
"28","貢寮區","2023","3","2023-03","actual","17","",""
"28","貢寮區","2023","4","2023-04","actual","24","",""
"28","貢寮區","2023","5","2023-05","actual","16","",""
"28","貢寮區","2023","6","2023-06","actual","11","",""
"28","貢寮區","2023","7","2023-07","actual","18","",""
"28","貢寮區","2023","8","2023-08","actual","24","",""
"28","貢寮區","2023","9","2023-09","actual","10","",""
"28","貢寮區","2023","10","2023-10","actual","19","",""
"28","貢寮區","2023","11","2023-11","actual","15","",""
"28","貢寮區","2023","12","2023-12","actual","18","",""
"28","貢寮區","2024","1","2024-01","actual","18","",""
"28","貢寮區","2024","2","2024-02","actual","18","",""
"28","貢寮區","2024","3","2024-03","actual","30","",""
"28","貢寮區","2024","4","2024-04","actual","8","",""
"28","貢寮區","2024","5","2024-05","actual","22","",""
"28","貢寮區","2024","6","2024-06","actual","9","",""
"28","貢寮區","2024","7","2024-07","actual","12","",""
"28","貢寮區","2024","9","2024-09","actual","10","",""
"28","貢寮區","2024","10","2024-10","actual","21","",""
"28","貢寮區","2024","11","2024-11","actual","24","",""
"28","貢寮區","2024","12","2024-12","actual","20","",""
"28","貢寮區","2025","1","2025-01","actual","19","",""
"28","貢寮區","2025","2","2025-02","actual","36","",""
"28","貢寮區","2025","3","2025-03","actual","34","",""
"28","貢寮區","2025","4","2025-04","actual","16","",""
"28","貢寮區","2025","5","2025-05","actual","29","",""
"28","貢寮區","2025","6","2025-06","actual","9","",""
"28","貢寮區","2025","7","2025-07","actual","17","",""
"28","貢寮區","2025","8","2025-08","actual","17","",""
"28","貢寮區","2025","9","2025-09","actual","10","",""
"28","貢寮區","2025","10","2025-10","actual","15","",""
"28","貢寮區","2025","11","2025-11","actual","16","",""
"28","貢寮區","2025","12","2025-12","actual","16","",""
"28","貢寮區","2026","1","2026-01","forecast","17","9","25"
"28","貢寮區","2026","2","2026-02","forecast","25","17","33"
"28","貢寮區","2026","3","2026-03","forecast","28","20","36"
"28","貢寮區","2026","4","2026-04","forecast","17","9","25"
"28","貢寮區","2026","5","2026-05","forecast","23","15","31"
"28","貢寮區","2026","6","2026-06","forecast","10","2","18"
"28","貢寮區","2026","7","2026-07","forecast","16","8","24"
"28","貢寮區","2026","8","2026-08","forecast","21","13","29"
"28","貢寮區","2026","9","2026-09","forecast","10","2","18"
"28","貢寮區","2026","10","2026-10","forecast","19","11","27"
"28","貢寮區","2026","11","2026-11","forecast","19","11","27"
"28","貢寮區","2026","12","2026-12","forecast","19","11","27"
"29","烏來區","2023","1","2023-01","actual","12","",""
"29","烏來區","2023","2","2023-02","actual","32","",""
"29","烏來區","2023","3","2023-03","actual","26","",""
"29","烏來區","2023","4","2023-04","actual","17","",""
"29","烏來區","2023","5","2023-05","actual","30","",""
"29","烏來區","2023","6","2023-06","actual","15","",""
"29","烏來區","2023","7","2023-07","actual","11","",""
"29","烏來區","2023","8","2023-08","actual","9","",""
"29","烏來區","2023","9","2023-09","actual","17","",""
"29","烏來區","2023","10","2023-10","actual","6","",""
"29","烏來區","2023","11","2023-11","actual","8","",""
"29","烏來區","2023","12","2023-12","actual","7","",""
"29","烏來區","2024","1","2024-01","actual","16","",""
"29","烏來區","2024","2","2024-02","actual","10","",""
"29","烏來區","2024","3","2024-03","actual","36","",""
"29","烏來區","2024","4","2024-04","actual","15","",""
"29","烏來區","2024","5","2024-05","actual","19","",""
"29","烏來區","2024","6","2024-06","actual","13","",""
"29","烏來區","2024","7","2024-07","actual","7","",""
"29","烏來區","2024","9","2024-09","actual","14","",""
"29","烏來區","2024","10","2024-10","actual","4","",""
"29","烏來區","2024","11","2024-11","actual","10","",""
"29","烏來區","2024","12","2024-12","actual","10","",""
"29","烏來區","2025","1","2025-01","actual","16","",""
"29","烏來區","2025","2","2025-02","actual","66","",""
"29","烏來區","2025","3","2025-03","actual","52","",""
"29","烏來區","2025","4","2025-04","actual","16","",""
"29","烏來區","2025","5","2025-05","actual","36","",""
"29","烏來區","2025","6","2025-06","actual","7","",""
"29","烏來區","2025","7","2025-07","actual","19","",""
"29","烏來區","2025","8","2025-08","actual","19","",""
"29","烏來區","2025","9","2025-09","actual","6","",""
"29","烏來區","2025","10","2025-10","actual","7","",""
"29","烏來區","2025","11","2025-11","actual","6","",""
"29","烏來區","2025","12","2025-12","actual","5","",""
"29","烏來區","2026","1","2026-01","forecast","17","0","38"
"29","烏來區","2026","2","2026-02","forecast","38","17","59"
"29","烏來區","2026","3","2026-03","forecast","44","23","65"
"29","烏來區","2026","4","2026-04","forecast","19","0","40"
"29","烏來區","2026","5","2026-05","forecast","32","11","53"
"29","烏來區","2026","6","2026-06","forecast","14","0","35"
"29","烏來區","2026","7","2026-07","forecast","14","0","35"
"29","烏來區","2026","8","2026-08","forecast","14","0","35"
"29","烏來區","2026","9","2026-09","forecast","15","0","36"
"29","烏來區","2026","10","2026-10","forecast","7","0","28"
"29","烏來區","2026","11","2026-11","forecast","10","0","31"
"29","烏來區","2026","12","2026-12","forecast","9","0","30"
