民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,畢肄業,人數
111,,4,永和區,,,,無年齡維度,0.0,女,不識字,未分,516
111,,4,永和區,,,,無年齡維度,0.0,女,二專,畢業,7140
111,,4,永和區,,,,無年齡維度,0.0,女,二專,肄業,585
111,,4,永和區,,,,無年齡維度,0.0,女,五專前三年,肄業,413
111,,4,永和區,,,,無年齡維度,0.0,女,五專後二年,畢業,5454
111,,4,永和區,,,,無年齡維度,0.0,女,五專後二年,肄業,174
111,,4,永和區,,,,無年齡維度,0.0,女,博士,畢業,386
111,,4,永和區,,,,無年齡維度,0.0,女,博士,肄業,211
111,,4,永和區,,,,無年齡維度,0.0,女,國中,畢業,6833
111,,4,永和區,,,,無年齡維度,0.0,女,國中,肄業,969
111,,4,永和區,,,,無年齡維度,0.0,女,國中(職業),畢業,285
111,,4,永和區,,,,無年齡維度,0.0,女,國中(職業),肄業,131
111,,4,永和區,,,,無年齡維度,0.0,女,國小,畢業,7089
111,,4,永和區,,,,無年齡維度,0.0,女,國小,肄業,548
111,,4,永和區,,,,無年齡維度,0.0,女,大學,畢業,29200
111,,4,永和區,,,,無年齡維度,0.0,女,大學,肄業,5302
111,,4,永和區,,,,無年齡維度,0.0,女,碩士,畢業,6707
111,,4,永和區,,,,無年齡維度,0.0,女,碩士,肄業,1574
111,,4,永和區,,,,無年齡維度,0.0,女,自學,未分,194
111,,4,永和區,,,,無年齡維度,0.0,女,高中,畢業,7619
111,,4,永和區,,,,無年齡維度,0.0,女,高中,肄業,2287
111,,4,永和區,,,,無年齡維度,0.0,女,高職,畢業,14673
111,,4,永和區,,,,無年齡維度,0.0,女,高職,肄業,1720
111,,4,永和區,,,,無年齡維度,0.0,男,不識字,未分,50
111,,4,永和區,,,,無年齡維度,0.0,男,二專,畢業,5664
111,,4,永和區,,,,無年齡維度,0.0,男,二專,肄業,744
111,,4,永和區,,,,無年齡維度,0.0,男,五專前三年,肄業,215
111,,4,永和區,,,,無年齡維度,0.0,男,五專後二年,畢業,5409
111,,4,永和區,,,,無年齡維度,0.0,男,五專後二年,肄業,277
111,,4,永和區,,,,無年齡維度,0.0,男,博士,畢業,952
111,,4,永和區,,,,無年齡維度,0.0,男,博士,肄業,384
111,,4,永和區,,,,無年齡維度,0.0,男,國中,畢業,4351
111,,4,永和區,,,,無年齡維度,0.0,男,國中,肄業,766
111,,4,永和區,,,,無年齡維度,0.0,男,國中(職業),畢業,161
111,,4,永和區,,,,無年齡維度,0.0,男,國中(職業),肄業,85
111,,4,永和區,,,,無年齡維度,0.0,男,國小,畢業,2660
111,,4,永和區,,,,無年齡維度,0.0,男,國小,肄業,242
111,,4,永和區,,,,無年齡維度,0.0,男,大學,畢業,25747
111,,4,永和區,,,,無年齡維度,0.0,男,大學,肄業,6262
111,,4,永和區,,,,無年齡維度,0.0,男,碩士,畢業,9683
111,,4,永和區,,,,無年齡維度,0.0,男,碩士,肄業,1988
111,,4,永和區,,,,無年齡維度,0.0,男,自學,未分,44
111,,4,永和區,,,,無年齡維度,0.0,男,高中,畢業,6082
111,,4,永和區,,,,無年齡維度,0.0,男,高中,肄業,2518
111,,4,永和區,,,,無年齡維度,0.0,男,高職,畢業,11334
111,,4,永和區,,,,無年齡維度,0.0,男,高職,肄業,2261
